actor_id,name,gender,birthday,deathday,movie_ids,age
117973,Helga Frier,1,1893-06-12,1972-01-09,"{423300, 95500, 342802, 56855, 53018, 53022, 124965, 423206, 358312, 183979, 308908, 166701, 358315, 56877, 60464, 56881, 37554, 403507, 358324, 60465, 56885, 73271, 60467, 60468, 150716, 183997, 54589, 81599, 155718, 252743, 252744, 54601, 72139, 73165, 54605, 329295, 325968, 364497, 252756, 73172, 682203, 54622, 849121, 306276, 358244, 455909, 73321, 281838}",78
118131,Gareth Williams,2,1965-02-28,,{171568},59
118171,Rumle Hammerich,2,1954-11-16,,{30564},70
118172,Andrea Vagn Jensen,1,1965-08-22,,"{520768, 255746, 40003, 254242, 416361, 20458, 1162857, 1206860, 39118, 1115377, 15826, 552211, 13527, 48728, 76314, 710589, 16030}",59
119068,Levin Henning,2,1999-01-01,,{335578},25
119336,Rafael Edholm,2,1966-05-08,,"{46296, 18908, 16037}",58
119412,Peter Hesse Overgaard,2,1954-05-19,,"{12416, 1247616, 303620, 423305, 33417, 104733, 84131, 57256, 274990, 1838, 102201, 15929, 218943, 520768, 155714, 197958, 203979, 173644, 39117, 15952, 15956, 25173, 72538, 15838, 396127, 724452, 710513, 725234}",70
119783,Joseph Mawle,2,1974-03-21,,{422931},50
119996,Alessandro Haber,2,1947-01-19,,{212243},77
120489,John Yule,2,1946-02-21,,{156},78
121160,John Reynolds,2,1972-02-12,,{19306},52
121510,Line Arlien-Søborg,1,1966-07-25,,"{33449, 16029, 38839}",58
121511,Merete Voldstedlund,1,1946-02-08,,"{33416, 168777, 374187, 710615, 38839, 707735, 56857, 16029, 1450494}",78
121513,Eva Gram Schjoldager,1,1966-05-08,,"{16029, 38839}",58
121515,Jan Johansen,2,1966-05-30,,"{16029, 38839}",58
121516,Nils Malmros,2,1944-10-05,,{121533},80
121518,Tammi Øst,1,1958-10-01,,"{221186, 335490, 46859, 523534, 115091, 197270, 77596, 173603, 71079, 571687, 523561, 14893, 225331, 38840, 41530, 710612, 13527, 87013, 155760, 716530, 205558}",66
121519,Tina Gylling Mortensen,1,1956-07-21,,"{335490, 716295, 16012, 34061, 1181200, 353172, 33953, 1033894, 1471016, 16044, 23596, 1838, 44716, 123825, 159286, 59190, 15928, 57272, 38840, 843063, 40003, 733379, 971589, 270668, 141011, 25173, 1325528, 794616, 711005, 19301, 102, 1070440, 750060, 717943, 1029880}",68
121520,Michelle Bjørn-Andersen,1,1954-08-10,,"{122368, 27520, 37508, 1178250, 33298, 374683, 710939, 53278, 306340, 707625, 38840, 5177, 77501, 15825, 72018, 21973, 141530, 977502, 56036, 272873, 148335, 196986, 22140}",70
121521,Michael Carøe,2,1960-10-11,,"{655713, 168131, 12549, 312999, 33449, 149930, 1178058, 48748, 310602, 16014, 367599, 377715, 48724, 38840, 61881}",64
121522,Niels Skousen,2,1944-01-28,,"{174211, 24454, 33928, 414988, 16030, 77471, 312485, 57256, 29097, 221487, 57909, 60471, 38840, 300220, 653373, 38851, 314308, 60484, 706888, 252747, 169038, 15952, 1247954, 13527, 72538, 708571, 1247965, 54626, 19812, 41454, 394225, 199922, 259193}",80
121523,Peder Holm Johansen,2,1957-12-05,,"{173603, 350055, 33928, 495148, 523565, 15823, 38840, 15831, 523576, 760121, 13527, 348668, 707645, 663870, 103839}",67
121524,Etta Cameron,1,1939-11-21,2010-03-04,"{38840, 78473, 56862}",70
121525,Bjarne Buur,2,1940-01-07,,"{707753, 221487, 1287407, 328309, 38840, 53276}",84
121540,Nicklas Svale Andersen,2,1991-05-28,,"{514692, 15819, 16044, 16043, 16045}",33
121541,Frederikke Thomassen,1,1996-06-02,,"{126250, 16043, 16044, 16045, 16014, 254201, 724442}",28
121542,Emma Leth,1,1990-07-26,,"{414050, 710987, 16013, 16045, 865365, 675448, 61624}",34
121543,Peter Gilsfort,2,1958-04-19,,"{436417, 710943, 416965, 33416, 19304, 694122, 16045, 169038, 1424530, 22137, 22140, 381630, 103839}",66
121544,Cecilia Zwick-Nash,1,1968-11-17,,"{12416, 203979, 16045}",56
121550,Christian Damsgaard,2,1968-02-05,,"{16045, 285726, 1466191}",56
121551,Donald Andersen,2,1956-09-30,,"{16045, 1218742}",68
121556,Jess Ingerslev,2,1947-08-07,2014-10-13,"{456325, 24454, 53904, 48792, 1179809, 754984, 29097, 160810, 418737, 20018, 15539, 377268, 38851, 1179844, 153672, 177101, 100558, 1451215, 141008, 141009, 41686, 19812, 87013}",67
121561,Sara-Marie Maltha,1,1971-11-30,,"{1113448, 19305, 716522, 15929, 80406, 1030009}",53
121579,Niels Ellegaard,2,1962-03-12,,"{335490, 733379, 37508, 56644, 333446, 57256, 15816, 16044, 15823, 1315602, 50548, 141143, 1202364, 23294, 1359071}",62
121618,Allan Hyde,2,1989-12-20,,"{38913, 708514, 296641, 305638, 454632, 159432, 224491, 353614, 286896, 296944, 378704, 713491, 706105, 547066, 521147, 396127}",35
121677,Eric Ericson,2,1974-11-21,,{196024},50
121764,Shannon Sturges,1,1968-01-03,,{38989},56
123040,Lina Englund,1,1975-05-14,,{33417},49
123134,Anders Agensø,2,1961-12-14,,"{39555, 1179725}",63
123135,Peter Bjerg,2,1966-01-01,,{39555},58
123136,Jørn Faurschou,2,1946-10-07,,"{39555, 724613, 84131, 537126, 378022, 454834, 365632, 168131, 33348, 414406, 168777, 41680, 72018, 33363, 176600, 155755, 161517, 308725, 405883}",78
123464,Sif Ruud,1,1916-05-06,2011-08-15,{84021},95
123637,Molly Egelind,1,1987-11-20,,"{40002, 19812, 126250, 629419, 16013, 254200, 15930, 77471}",37
123959,Sverre Hansen,2,1919-08-24,1995-10-21,{76235},76
123962,Juni Dahr,1,1953-06-29,,"{616619, 169030}",71
125026,Patty McCormack,1,1945-08-21,,{257588},79
125421,Nils Ole Oftebro,2,1944-12-01,,{34061},80
125479,Stan Getz,2,1927-02-02,1991-06-06,{24284},64
125740,Dragomir Mrsic,2,1969-10-02,,{422931},55
126507,Nikolaj Steen,2,1967-02-10,,"{33283, 16037, 16038, 16040, 416361, 14893, 41454, 76314}",57
126774,Per Fly,2,1960-01-14,,{52473},64
126936,Eva Röse,1,1973-10-16,,{49302},51
127723,Barbara Topsøe-Rothenborg,1,1979-08-29,,"{71844, 180452, 159286, 53693}",45
128656,Marijana Janković,1,1982-04-07,,"{335490, 619779, 329219, 42757, 486795, 422931, 95385, 523565, 459567, 196024, 15932, 293450, 571466, 1055312, 335573, 863070, 249699, 508521, 33279}",42
128859,Hadewych Minis,1,1977-01-05,,{571687},47
130072,Nils Hognestad,2,1984-07-16,,{335576},40
130128,Jonas Elmer,2,1966-03-14,,"{60449, 16039, 218871}",58
130359,Giampaolo Morelli,2,1974-11-25,,{725234},50
130690,Magnus von Horn,2,1983-12-21,,{1232827},41
130948,Tommy Karlsen,2,1975-06-09,2024-02-07,{776717},48
131067,Alf Kjellin,2,1920-02-29,1988-04-05,{456673},68
131493,Bengt Blomgren,2,1923-08-15,2013-04-04,{749188},89
131573,Kirsten Vaupel,1,1944-10-31,,"{139, 452}",80
131575,Ulrik Cold,2,1939-05-15,2010-10-12,"{1179568, 48793, 22137, 22140}",71
131820,Emma Bell,1,1986-12-17,,{713491},38
133075,Brandon Flowers,2,1981-06-21,,{107504},43
133257,Virgile Bramly,2,1980-06-21,,"{348677, 1951}",44
133472,Peter Lindgren,2,1915-12-13,1981-05-30,{194986},65
133525,Abel Folk,2,1959-08-28,,{448172},65
134376,Per Grundén,2,1922-05-23,2011-02-06,{1538957},88
135119,Maibritt Saerens,1,1970-05-25,,"{168386, 168131, 15149, 1424530, 450429}",54
135120,Henrik Rafaelsen,2,1973-06-07,,{710207},51
135340,Kenneth Kainz,2,1970-05-22,,"{866227, 201207}",54
135669,Christos Tsagas,2,1939-09-07,2011-03-17,{710608},71
135726,Simon J. Berger,2,1979-06-01,,{659370},45
135753,Mille Dinesen,1,1974-03-17,,"{16014, 934039, 68255, 16033, 1079201, 103844, 622124, 545330, 168386, 56644, 199374, 369746, 15831, 46296, 356326, 1125607, 412013, 1382511, 50548, 72054}",50
135756,Martin Hestbæk,2,1971-09-30,,"{15844, 713485, 8883, 714899, 115479, 46296, 211005, 68255}",53
135757,Michael Asmussen,2,1970-02-11,,"{73665, 3875, 57256, 15822, 16014, 177648, 580175, 1424530, 708466, 1102036, 1115377, 46296, 335578, 15836, 120125}",54
135758,Thomas Leth Rasmussen,2,1963-04-11,,"{46296, 103839}",61
135941,Christina Sederqvist,0,1974-08-02,,"{80361, 46354, 480045, 19177}",50
135943,Mette Føns,1,1975-11-19,,"{46354, 15828, 359237}",49
135944,Alexandre Willaume,2,1972-12-20,,"{16639, 56036, 56644, 707751, 289033, 16909, 710641, 46354, 705747, 106328, 15929, 708571, 396127}",52
135945,Petrine Agger,1,1962-08-02,,"{77568, 348674, 1292039, 714892, 33294, 46354, 80406, 958231, 43032, 242459, 446877, 118946, 490402, 460199, 523561, 123825, 15928, 201402, 1028795, 1232827, 40003, 159432, 1076175, 476243, 1118933, 15830, 15831, 106328, 80217, 573657, 19301, 711783, 724586}",62
135949,Regner Grasten,2,1956-04-01,,"{456325, 60478}",68
135953,Anne-Dorthe Eskildsen,1,1967-02-27,,{716297},57
135954,Stine Gudmundsen-Holmgreen,1,1960-11-25,,{489146},64
135968,Asger Lindgaard,2,1984-11-07,,{19177},40
136309,Andre Odendaal,2,1954-05-04,,{266285},70
136758,Lia Boysen,1,1966-04-06,,"{177865, 359237, 378951}",58
136773,Ronja Mannov Olesen,1,1987-07-05,,{15844},37
136774,Helene Reingaard Neumann,1,1987-09-29,,"{15844, 46789, 16015, 580175, 308409, 1019835}",37
136806,Jana Plodková,1,1981-08-05,,{16017},43
137326,Veronika Bellová,1,1975-01-12,,{13527},49
137332,Jan Filipenský,2,1973-10-08,,{547066},51
137338,Miroslav Hrabě,2,1981-05-06,,{42757},43
137361,Jeanne Darville,1,1923-08-18,1995-05-09,"{41600, 18567, 173834, 52490, 56843, 81422, 56851, 221723, 73372, 53029, 455082, 51498, 49710, 180401, 56883, 56887, 456759, 160055, 52540, 73155, 253509, 54601, 324170, 59725, 50781, 252788, 324214, 286459, 368254}",71
137362,Judy Gringer,1,1941-01-23,,"{46722, 99459, 33416, 100617, 269066, 102544, 132753, 33936, 33944, 56857, 1260697, 56859, 73372, 81569, 56866, 60451, 85281, 56869, 1179809, 21282, 776876, 49710, 454834, 56885, 56887, 60473, 159290, 263609, 28985, 52542, 358335, 710975, 54593, 541634, 706756, 33349, 329295, 72145, 176593, 73174, 215126, 54616, 41431, 141530, 331614, 54624, 57195, 46700, 46703, 394225, 46841, 251258, 24956}",83
137364,Ib Mossin,2,1933-07-03,2004-12-17,"{254735, 33936, 221210, 73372, 76321, 56869, 1179950, 56878, 60464, 19634, 60467, 60468, 56885, 19639, 19642, 60476, 19645, 278076, 19648, 19649, 19650, 1179714, 33348, 1179844, 187846, 54599, 11717, 54601, 252747, 73168, 73172, 155748, 73321, 1179753, 52598}",71
137365,Per Wiking,2,1931-12-04,2007-11-23,"{52545, 41986, 41985, 54599, 52490, 60464, 72145, 179388, 262100, 326164, 46840, 183994, 176604, 73372, 96860}",75
137366,Otto Brandenburg,2,1934-09-04,2007-03-01,"{46722, 1179525, 359821, 33933, 119055, 1179920, 33936, 33940, 76312, 221594, 737564, 73372, 76317, 21279, 81569, 47265, 85281, 1179809, 60065, 47270, 378022, 243115, 37549, 1178286, 62512, 73397, 73398, 70077, 221501, 1179844, 33349, 49732, 358346, 220234, 456653, 169038, 15951, 326608, 366800, 33363, 100570, 36700, 100573, 176606, 206300, 24934, 367594, 155755, 1428972, 394225, 22137, 46714, 22140, 24958}",72
137367,Hugo Herrestrup,2,1933-01-29,2009-09-22,"{41985, 39555, 161925, 114696, 52490, 33939, 69018, 73370, 737564, 73372, 40361, 1179950, 19634, 279218, 19642, 60476, 28993, 11717, 287429, 54601, 244554, 394827, 59725, 271821, 73168, 176593, 326608, 73172, 176600, 176604, 50781, 1179747, 54630, 52600, 224510}",76
137368,Ove Rud,2,1923-12-16,2007-09-21,"{33937, 76306, 69018, 73372, 56866, 48035, 357293, 60464, 84021, 19642, 60476, 278076, 10180, 54601, 358345, 358346, 41680, 252755, 73172, 176604}",83
137369,Kurt Erik Nielsen,2,1930-01-01,1985-04-04,"{41985, 19650, 41986, 367586, 73372, 52490, 357035, 252490, 262640, 326164, 56885, 308533, 56887, 73172, 60476}",55
137370,Bertel Lauring,2,1928-01-11,2000-01-28,"{41987, 1179911, 269192, 18567, 15498, 33933, 33935, 33936, 33937, 56854, 33947, 73372, 1291804, 156961, 85282, 1179950, 37551, 12592, 15537, 81587, 60468, 291253, 456759, 1179833, 28985, 1441216, 59725, 1451215, 73168, 41680, 73172, 1179743, 1179747, 99430, 1179753, 1178094, 61297, 52598, 179454, 11391}",72
137443,Peter Plaugborg,2,1980-04-12,,"{335490, 523561, 629034, 23596, 660784, 8883, 138419, 580405, 484915, 196024, 15932, 381630, 469310, 631491, 46789, 25541, 571854, 51923, 305638, 322664, 224491, 385136, 622968, 466172}",44
137444,Patricia Schumann,1,1975-06-04,,"{571655, 724617, 704522, 639514, 545569, 393378, 650031, 430768, 718259, 59190, 196024, 489146, 60475, 46789, 381767, 50656, 918628, 724586, 941681, 957176}",49
137445,Mikael Wulff,2,1972-09-02,,"{70211, 1030214, 291526, 32944, 74931, 46805, 603094, 41688, 49405}",52
137490,Tiina Tauraite,1,1976-06-02,,{48790},48
137639,Mait Malmsten,2,1972-09-06,,{48790},52
137824,Marika Korolev-Pihelpuu,1,1970-02-16,,{48790},54
138129,Raivo Trass,2,1946-03-12,2022-06-07,{663870},76
139032,Ana Padrão,1,1967-07-04,,{185131},57
139089,Björn Gustafson,2,1934-11-30,,{308889},90
139111,Monica Ekman,1,1941-12-20,,{498332},83
140218,Ewa Skibińska,1,1963-02-11,,{196603},61
141099,Alex Svanbjerg,2,1972-09-04,,"{21279, 218943}",52
141100,Susanne Heinrich,1,1945-05-16,,"{1179809, 262247, 914346, 252747, 155757, 271821, 161517, 1178286, 709489, 62511, 189392, 962737, 957176, 60475, 21279}",79
141229,Semra Turan,1,1985-01-01,,{15930},39
141230,Nima Nabipour,2,1981-09-05,,"{16031, 15930, 199743}",43
141231,Sadi Tekelioglu,2,1960-11-13,2020-08-13,"{15930, 48748, 708501}",59
141232,Behruz Banissi,2,1985-09-24,,"{1387267, 705740, 15930, 706238, 427071}",39
141234,Özlem Sağlanmak,1,1980-11-25,,"{1202178, 42757, 571689, 711017, 836556, 708501, 61624, 15930, 799484, 1119197}",44
141238,Trine Appel,1,1972-11-12,,"{56644, 19301, 15815, 33415, 716231, 141530, 15929, 710513, 199922, 714899, 350066, 562553, 15930, 708571, 21276, 103839}",52
141875,Dulfi Al-Jabouri,2,1990-12-31,,"{348674, 42757, 571655, 711017, 814667, 425298, 161491, 1136532, 49207}",34
141876,Roland Møller,2,1972-05-28,,"{305638, 127846, 571655, 705066, 1115377, 425298, 161491, 704533, 49207, 254200, 335578, 526650, 663870, 427071}",52
141878,Kim Winther,2,1976-04-14,,{49207},48
141879,Omar Shargawi,2,1974-01-01,,"{420130, 486947, 446029, 522893, 15828, 49207, 663870}",50
141880,Sune Nørgaard,2,1977-02-08,,{49207},47
141883,Tobias Lindholm,2,1977-07-05,,{49207},47
141884,Michael Noer,2,1978-12-27,,{41688},46
142667,Sonja Oppenhagen,1,1948-11-12,,"{18567, 423305, 33298, 71844, 21284, 51498, 49710, 1407159, 28985, 53693, 1490494, 187328, 706756, 326608, 50781, 1108450, 73321, 52596, 1279221, 23289, 799487}",76
142669,Sigrid Horne-Rasmussen,1,1915-09-22,1982-04-24,"{41600, 41987, 423299, 18567, 1179530, 95499, 264461, 81422, 264463, 52496, 102544, 308729, 193556, 33944, 98073, 69018, 33947, 221723, 173853, 56864, 56865, 47266, 156961, 160420, 124965, 81577, 40361, 56877, 49710, 37551, 56881, 180401, 257337, 183994, 57145, 150716, 81596, 455485, 187194, 1179833, 54594, 73155, 363971, 54596, 456775, 279242, 456522, 59725, 73166, 364497, 73175, 319194, 54619, 252765, 179454, 224510, 331614, 358245, 187239, 252777, 368254, 46699, 252783, 46703, 46841, 24958}",66
142874,Halldóra Geirharðsdóttir,1,1968-08-12,,"{659370, 1053927}",56
142900,Kirsten Andreasen,1,1898-09-11,1983-07-13,"{47264, 48035, 187848, 41391, 218961, 218963, 682203, 144030}",84
142902,Albert Høeberg,2,1879-04-27,1949-07-21,"{41391, 183975}",70
142903,Harald Holst,2,1886-10-16,1960-02-01,"{423300, 423306, 56843, 264460, 264464, 56855, 308908, 166701, 41391, 358325, 84022, 286395, 52545, 72139, 358348, 218963, 358244, 286439, 188913, 367606}",73
142904,Emanuel Jørgensen,2,1885-09-30,1971-10-23,{41391},86
142906,Preben Lerdorff Rye,2,1917-05-23,1995-06-15,"{151562, 221723, 124965, 56875, 56877, 57906, 56885, 34870, 456759, 11832, 60478, 1451590, 456775, 1435206, 324170, 66133, 368217, 262242, 99430, 324198, 155762, 269974, 1179809, 47266, 183971, 47269, 308902, 81574, 546990, 81588, 1179833, 286395, 150716, 100570, 100573, 455909, 375028, 358151, 212242, 53019, 53030, 332072, 323381, 308533, 330038, 57145, 252736, 252740, 252756, 228697, 9063, 358251, 362350, 358268, 128900, 456078, 48035, 357293, 1241006, 41391, 358320, 291253, 357302, 187321, 187844, 99272, 358345, 73162, 176588, 456653, 72142, 326609, 176596, 73184, 357346, 297450, 167916, 262640, 357874, 357884}",78
142907,Lisbeth Movin,1,1917-08-25,2011-11-07,"{423306, 264460, 76306, 73370, 53022, 56869, 81574, 56875, 56877, 41391, 84788, 454325, 11832, 1179965, 358339, 324163, 173254, 99272, 244554, 52602, 379343, 325968, 252755, 252756, 73172, 326102, 66133, 176604, 187239, 297450, 252791, 368250, 179454, 198783}",94
142928,Emil Hass Christensen,2,1903-01-23,1982-01-12,"{99459, 41989, 358151, 100744, 100617, 52490, 342801, 76306, 33939, 50584, 33944, 56858, 221211, 221214, 218016, 48035, 60451, 124965, 81574, 56877, 37549, 46255, 12592, 308533, 1378102, 84022, 56888, 52542, 73162, 244554, 279242, 271821, 177101, 72144, 72146, 326102, 54620, 132573, 50781, 99430, 187239, 54630, 57195, 281838, 1178094, 367600, 132726, 372086, 52602, 701819, 224510}",78
142929,Cay Kristiansen,2,1925-06-19,2014-02-27,"{11832, 48035, 15956}",88
142930,Henrik Malberg,2,1873-12-04,1958-09-28,"{48035, 279813, 748070, 1399326, 264461, 73166, 1210287, 252114, 935604, 1436215, 374171, 748029, 631582}",84
143079,Christian E. Christiansen,2,1972-12-14,,"{12549, 33438}",52
143391,Magnus Krepper,2,1967-01-10,,"{518245, 1053927, 519465, 659370, 98444, 1055312, 498162, 714260, 980026, 525886, 710207}",57
144195,Christoffer Boe,2,1974-05-07,,"{16009, 1446043, 15932}",50
144970,Louis Viret,2,1917-10-14,1974-07-08,{132753},56
144972,Bogusław Linda,2,1952-06-27,,"{196603, 755030}",72
145806,Carlos Antonio,2,1972-01-25,,{310602},52
145856,Wencke Barfoed,1,1959-11-19,,"{73665, 21281, 707625, 74288, 310130, 374683, 76316, 199934}",65
145857,Stefan Pagels Andersen,2,1986-09-08,,"{73665, 21281, 56036, 201447, 705065, 199931, 74288, 48761, 296629, 704921, 242459, 103839}",38
145863,Kristian Leth,2,1980-03-27,,"{16032, 123825, 15822, 21281}",44
145865,Arne Siemsen,2,1956-08-27,,"{21281, 33446, 197958, 880457, 203979, 173644, 460281, 310130, 30007, 102201, 18908, 21278, 103839}",68
145866,Casper Steffensen,2,1984-07-06,,"{21281, 40002, 19301, 715500, 710612, 254201}",40
145867,Kasper Barfoed,2,1972-03-07,,{274990},52
146123,Peter Linka,2,1962-02-07,,{702557},62
146154,Håkan Serner,2,1933-09-01,1984-10-25,{308889},51
147017,Anne-Lise Gabold,1,1941-10-05,,"{56846, 455445, 1179545, 16033, 60449, 708536, 218943, 1218241, 541634, 414406, 220237, 379342, 325967, 379343, 169038, 15951, 330074, 35297, 324198, 1436777, 161517}",83
148428,Alexandra Davies,1,1977-03-08,,{37508},47
148629,Anna Norberg,1,1965-01-17,,{148335},59
148717,Arto Louis Eriksen,2,1998-06-28,,{21278},26
148718,Sasha Sofie Lund,1,1997-01-14,,"{73448, 523565, 21278}",27
148720,Jamie Morton,2,1993-09-20,,"{21280, 74674, 37508, 710637}",31
148721,Sonja Furu Friby,1,1993-02-20,,"{21280, 37508}",31
148725,Lukas Graham Forchhammer,2,1988-09-18,,"{1298219, 71844, 53693, 71845}",36
149355,Kasper Eistrup,2,1973-01-24,,{502802},51
149860,Dan Andersen,2,1979-09-04,,"{295968, 630528, 1412034, 70211, 627937, 13674, 1199723, 32944, 548594, 375412, 495156, 432603, 92095}",45
150802,Claes Bang,2,1967-04-28,,"{16033, 19812, 15845, 112293, 705289, 368298, 15149, 635309, 710936, 199934, 15967}",57
153196,Geoffrey Chater,2,1921-03-23,2021-10-16,{258769},100
155698,Jackie Debatin,1,1970-10-24,,{61652},54
156453,Brandon Maggart,2,1933-12-12,,{61652},91
157596,Karen Morrow,1,1936-12-15,,{414406},88
160414,Paul Rossilli,2,1948-10-15,,{275010},76
160423,Merete Van Kamp,1,1961-11-17,,"{181586, 85054}",63
160695,Ben Andrews,2,1975-04-02,,{114840},49
162422,Gordon Kennedy,2,1958-02-22,,{655297},66
162610,Fred Stoller,2,1958-03-19,,{248140},66
167441,Vivienne McKee,1,1949-07-24,,"{168777, 571466, 655297, 221501}",75
168771,Ho Chow,2,1956-10-16,,{48793},68
173096,Peaches,1,1968-11-11,,{205637},56
174732,Simone Bendix,1,1967-09-26,,"{60449, 15777, 57256, 16013, 16050, 15956}",57
184862,Frederick Jaeger,2,1928-05-29,2004-06-18,{258769},76
184881,John Savident,2,1938-01-01,2024-02-21,{206844},86
185016,Clinton Greyn,2,1936-09-29,2019-03-19,{275010},82
185296,Charles Maquignon,2,1965-12-29,2012-12-05,{1951},46
185391,Geoffrey Bateman,2,1948-01-01,,{1951},76
186052,John Larsen,2,1935-01-07,1993-07-11,"{1179520, 252741, 286438, 52607, 394827, 214384, 33941, 42613, 56858, 56862, 56863}",58
186790,Helli Louise,1,1949-08-02,2018-06-22,"{214384, 275010}",68
197126,Wil Johnson,2,1965-04-18,,{44716},59
201665,Eve Best,1,1971-07-31,,{254196},53
202058,Gavin Mitchell,2,1964-12-16,,{145},60
202568,Torben Zeller,2,1949-12-04,,"{1202178, 455445, 76316, 21280, 71845, 29097, 519594, 274990, 57262, 430768, 15537, 335538, 60475, 85054, 33349, 511175, 199755, 736336, 15825, 51923, 636755, 645848, 1125611, 1287407, 941681, 1279221, 196603, 22140}",75
202572,Lykke Sand Michelsen,1,1982-03-04,,"{16032, 33414, 16014, 15826, 15956, 83284}",42
202573,Claus Bue,2,1947-07-04,,"{335490, 33412, 12549, 33414, 232201, 78473, 530833, 21267, 455445, 546073, 567066, 21280, 704928, 71844, 71845, 21289, 704937, 455339, 274990, 57262, 466864, 335538, 60475, 85054, 218943, 381630, 78276, 173768, 367689, 15819, 169038, 15822, 15959, 315999, 416364, 377715, 42613, 23289, 23291, 23294}",77
202574,Peter Rygaard,2,1958-12-13,,"{6498, 76323, 33412, 71845, 1440138, 57262, 62511, 33424, 31256, 60475, 33438}",66
202575,Vibeke Hastrup,1,1958-04-07,,"{12416, 232201, 688137, 21267, 422931, 197270, 480536, 21280, 458787, 923428, 20389, 1176744, 368298, 84652, 23596, 11832, 1019835, 84034, 49732, 199374, 189392, 1118933, 538715, 15837, 15840, 20458, 348660, 1029880, 479226, 740863}",66
202578,Sarah Boberg,1,1966-08-25,,"{287232, 16010, 716557, 33294, 16015, 33296, 1440146, 1369363, 1079201, 545188, 20389, 1181222, 706090, 495148, 221487, 1102384, 420405, 201402, 711356, 201532, 381630, 379342, 15828, 15957, 15830, 15837, 15839, 100198, 1382511}",58
202580,Peter Aude,2,1957-01-19,,"{395424, 210816, 12416, 33443, 90758, 367590, 79433, 51147, 62510, 221487, 710608, 15955, 246933, 30007, 196603, 469310}",67
202581,Hans Henrik Voetmann,2,1950-06-15,,"{255746, 716291, 232201, 16010, 33420, 33422, 16015, 710936, 704541, 67229, 1089054, 15776, 62510, 32947, 1436212, 323381, 61624, 168510, 706888, 191564, 15961, 54626, 185061, 19304, 1179753, 710637, 42613, 254201, 56314}",74
202582,Lars Knutzon,2,1941-10-01,,"{532354, 34181, 90758, 12549, 405897, 462347, 254735, 1181200, 33298, 704535, 541337, 925210, 77596, 358172, 76323, 21284, 71079, 1176744, 448172, 14893, 1178286, 62511, 705842, 159286, 489146, 707645, 199743, 1179844, 394827, 51147, 705740, 330074, 1000930, 1076587, 1178094, 1382511, 394225, 155762, 1279221, 201207, 199931, 179454}",83
202585,Beatrice Palner,1,1938-01-31,2013-04-04,"{532354, 95491, 41987, 41989, 41990, 39555, 1179530, 358172, 160415, 251707, 28993, 54601, 132554, 358346, 100558, 326608, 33363, 73174, 138099}",75
202591,Hannah Bjarnhof,1,1928-07-06,2002-05-20,"{210816, 197958, 1435334, 56871, 1089054, 357035, 14893, 1241006, 221487, 60465, 1178129, 225331, 326389, 46714, 252794}",73
202593,Benedikte Hansen,1,1958-09-24,,"{210816, 35297, 56036, 1030917, 24454, 202088, 272873, 1178250, 23596, 14893, 33294, 1297644, 416370, 297459, 353172, 147190, 52473, 1232827}",66
202598,Vera Gebuhr,1,1916-05-15,2014-12-22,"{221186, 34181, 358151, 207760, 1434774, 46714, 1178520, 98073, 56858, 221211, 358172, 269086, 144030, 218016, 12712, 81577, 1178286, 358324, 81588, 273846, 456759, 34870, 57145, 193337, 244918, 5177, 54593, 19651, 176582, 173768, 358346, 73164, 325965, 72142, 455501, 728528, 218961, 379343, 169038, 215126, 22243, 358245, 286439, 72430, 61297, 357874, 368250, 22140, 80893}",98
202604,Morten Lorentzen,2,1960-08-19,,"{816193, 148225, 148228, 148229, 33416, 84652, 33070, 478672, 15957, 324503, 708539, 30007}",64
202605,Mikael Olsen,2,1954-04-11,,"{16059, 15956}",70
202607,Lars Lippert,2,1965-04-12,,"{84131, 199755, 57262, 446707, 707735}",59
202608,Steen Springborg,2,1954-04-19,2021-04-23,"{541634, 1179747, 176582, 707625, 1241006, 280014, 1178036, 15929, 38586}",67
202609,Berrit Kvorning,1,1949-09-14,,"{30564, 252741, 1178333, 53276, 33941, 18908, 704541, 160415}",75
202613,Torben Jetsmark,2,1942-09-19,,"{30564, 252740, 1436777, 357323, 53904, 33942, 56862}",82
202617,Samy Andersen,2,1972-05-08,,"{15840, 901251, 716299, 15955, 647165}",52
202619,Tine Miehe-Renard,1,1954-09-12,,"{118946, 60484, 33414, 197270, 11832, 22140}",70
202621,Lasse Baunkilde,0,1983-06-22,,"{74288, 23289, 76323}",41
202622,Thomas Levin,2,1978-09-19,,"{141530, 368298, 54666, 713485, 199374, 15929, 51962, 15967}",46
202624,Ann-Mari Max Hansen,1,1949-01-14,,"{324163, 350054, 176600, 330074, 379342, 254735, 357271, 394225, 326609, 46714, 839095, 487096, 100570, 737564, 160415}",75
202626,Fritze Hedemann,1,1945-05-08,,"{532354, 53029, 155760, 331614, 56311, 1178072, 56862}",79
202629,Birgit Sadolin,1,1933-10-10,,"{46723, 114700, 50584, 69018, 1310877, 395424, 56993, 21282, 56870, 51498, 57906, 454834, 1178036, 56886, 1339577, 183994, 33348, 41929, 59725, 73168, 1178072, 218968, 50781, 100573, 206819, 286438, 262247, 310130, 297459}",91
206469,Sofie Stougaard,1,1966-11-05,,"{33412, 880457, 519594, 139, 1440138, 169038, 148335, 53904, 199931, 377715, 708566, 757910, 705434, 833627}",58
