actor_id,movie_ids,adult,also_known_as,biography,birthday,deathday,gender,homepage,imdb_id,known_for_department,name,place_of_birth,popularity,profile_path
98060,"{27520, 16033, 40002, 33283, 77501, 19304, 523527, 16012, 16014, 194547, 709460, 56311, 196986, 21276, 80893}",False,"['Mette Horn', 'Mette Agnete Horn']","She has also starred in ""Old, New, Borrowed and Blue"" (2003), ""Nynne"" (2005) and ""Someone Like Hodder"", but for some reasons, her credits can not be added to this website.",1965-01-11,,1,,nm0394886,Acting,Mette Agnete Horn,,0.2196,/xeezv1iiXH4KBoKgVdWsdknZiWG.jpg
98061,{27520},False,[],,,,0,,nm3453035,Acting,Ophelia Eriksen,,0.0071,
98062,"{12416, 273920, 27520, 33417, 2061, 16909, 530833, 77596, 160810, 44716, 90417, 77501, 79433, 15819, 718552, 316773, 367590, 48761, 196986}",False,['Lars Bom Olesen'],,1961-04-08,,2,,nm0093511,Acting,Lars Bom,"Søborg, Denmark",0.2158,/f4W926yfiB53JZMUDr2v2anVQN9.jpg
98063,"{27520, 76314, 77501, 196986}",False,[],,,,0,,nm2539253,Acting,Anna Agafia Svideniouk Egholm,,0.0286,
98064,"{27520, 196986, 77501}",False,[],,,,0,,nm2535628,Acting,Faysal Mobahriz,,0.0297,
98065,"{27520, 1202178, 482185, 592397, 776717, 16016, 316444, 21278, 490402, 16037, 71079, 607528, 460585, 523561, 571689, 1514155, 1221289, 430768, 622129, 74931, 8883, 986812, 168510, 381630, 25540, 178255, 141011, 41688, 420956, 14173, 393437, 56036, 1078249, 416364, 41454, 375279, 390259, 72054, 671862}",False,[],,1976-07-28,,2,http://www.lindbergmanagement.com/artists/actors/male/rasmus-bjerg,nm1477854,Acting,Rasmus Bjerg,"Kolding, Denmark",0.1872,/mzfxz6Z28pAwrp926o3WaOliI6n.jpg
98067,{67229},False,[],,1975-02-03,,2,,nm1198996,Writing,Tommy Bredsted,"Mogenstrup v/ Næstved, Danmark",0.0286,/nxrAp9O714cwGJ3HRoxTtnW7lT4.jpg
98195,{181586},False,"['Marcia Nicole Barandshay', 'Marcia Nicole Noack', 'Nicole Marica Noah', 'Cyanide Savior', 'Manoush Barandaj', 'Manoush Barandyai']","Manoush is an actress and singer.

Manoush was born 1972 or 1973 as Manoush Barandaj or Manoush Barandyai in Saintes-Maries-de-la-Mer as the third child of a mother of French Manouche Sinti and Ashkali origin and a German-American father. She was raised in Haarlem, North Holland, Cologne, (Germany) and Biel, Switzerland. At the age of 18, Manoush began modelling, but her career stopped short at age 20 after a car accident left scars on her stomach and legs. She immigrated to the United States in the summer of 2006 and returned to Europe approx. in 2015.

Manoush pursued film in 1997. In 2000, she was offered the role of the ""nymphomaniac"" in Jean-Pierre Jeunet's Amélie, which opened many doors in the film and TV industry for Manoush, as well as establishing her as a ""bad girl"". Manoush often gets credit as an action and horror actress or as a professional in roles which can be intense and difficult to play. In 2004 she played fighter Carda in Angel of Death 2, closely followed by Timo Rose's The Legend of Moonlight Mountain (2005), Marian Dora's Cannibal (2006), Timo Rose's Barricade (2007), and Andrey Iskanov's Philosophy of a Knife (2008). Manoush won Best Supporting Actress in 2011 at the PollyGrind Film Festival in Las Vegas for her role as Olga in The Super.

She started out as a cyberpunk singer. Besides her acting and writing career, she worked as a singer in the band Cyanide Savior alongside her husband, Chris Vazquez. In 2016 and 2017 she recorded two tracks with 1980s UK band Bronski Beat and US producer Man Parrish.

Source: Article ""Manoush"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",,,1,,nm1720082,Acting,Manoush,"Saintes-Maries-de-la-Mer, Bouches-du-Rhône, France",0.1074,/uSlWqpM1fHJVhmC68kRXZB0MyKk.jpg
99522,{971589},False,"['바하르 파르스', 'Bahar Tunström Pars']","Bahar Pars is an Iranian-Swedish actress and director, known for A Man Called Ove (2015), Turkkiosken (2017) and Operation Ragnarok (2018). She is married to Linus Tunström. They have one child.",1979-03-28,,1,,nm2560232,Acting,Bahar Pars,"Shiraz, Iran",0.6726,/ic4ZWPm9038b9n2tNVGrsgq8NHx.jpg
99573,"{422122, 416362}",False,"['Lone Ferk', 'Lone Faerch']",,1945-09-05,,1,,nm0272232,Acting,Lone Fleming,"Aarhus, Dänemark",0.1978,/fZ2XPUF5ONJ5yDVK5e7Cxmf5eNF.jpg
99756,"{70211, 357063, 13674, 32943, 32944, 37553, 286874, 28125}",False,[],,1972-06-21,,2,http://www.jacobtingleff.dk/,nm1204427,Acting,Jacob Tingleff,"Herning, Danmark",0.0327,/i4xiaAcEPkfvX50VFRiAcaIrnMC.jpg
100668,{98444},False,[],,1969-06-22,,1,,nm0728484,Acting,Ana Risueño,"Madrid, Madrid, Spain",0.1493,/dR5WfV9Y6WxVIXAscxotYYo1lcS.jpg
100902,{108797},False,"['Axel Graatkjaer', 'Axel Sørensen']",,1885-01-19,1969-11-11,2,,nm0333175,Camera,Axel Graatkjær,"Aarhus, Denmark",0.0239,
101426,{438988},False,"['Jim Gentry', 'Tim Sommers']",,,,2,,nm0313177,Acting,Roger Gentry,,2.0213,
101462,{438988},True,"['Mark Griffin', 'Dave Scher', 'Lloyd Allen']",,1939-09-19,1988-10-08,2,,nm0698405,Acting,Marland Proctor,"Los Angeles, California, USA",2.744,/iGmleeCkPMYX0ZdgRrYCjHKlRD.jpg
101467,{438988},True,"['Terry Rich', 'Tiffany Stewart', 'Cora Cuze', 'Darleen Saunders', 'Tanya Brown']","Sandy Dempsey was an American actress appearing in some 80 feature films, most of them considered pornographic.",1949-04-11,1975-05-24,1,,nm0218764,Acting,Sandy Dempsey,"Wisconsin, USA",4.741,/gjHsPw4GVzmktEJKPr14sgnOdvN.jpg
101636,"{90758, 15498, 1440138, 33420, 1179920, 438161, 455445, 98071, 707735, 737564, 21279, 389407, 1436320, 160805, 378022, 33348, 1179844, 368198, 100558, 72144, 41680, 54609, 54611, 708566, 100570, 331614, 155743, 214384, 394225}",True,[],,1939-12-05,2023-09-08,2,,nm0911299,Acting,Bent Warburg,,1.4,/gERWDNMLEHKwi1otJk4VVpW4fe6.jpg
101637,"{24934, 280014}",True,['Anne Bie'],"In her hardcore sex scenes, she only has intercourse with her real-life husband, Bent Warburg.",1953-03-03,,1,,nm0083242,Acting,Anne Bie Warburg,Denmark,4.553,/zftNf3N7DqR9BjFtmXjhaygzjCQ.jpg
101732,"{132313, 1030214, 79433, 603094, 61881}",False,[],"Jens Jacob Tychsen (born 19 November 1975) is a Danish actor and casting/voice director.

Tychsen graduated from the School of Acting at Aarhus Theatre in 1998 and has since appeared in a number of productions in theatres across the country.

In 1998, he was involved with Aarhus Theatre, where he starred in plays like The Last Temptations, Les Misérables, Servant of Two Masters and A Clockwork Orange.

Jens Jacob Tychsen has also lent his voice to numerous commercials, documentaries and animated films, such as different series of Disney.",1975-11-19,,2,,nm1552390,Acting,Jens Jacob Tychsen,"Aarhus, Danmark",0.3088,/egEHW5fjXjZWudX6w2El8ivKHWP.jpg
101911,{233176},False,"['Chris Newman', 'Steven Craine']","Richard Driscoll is a British actor, screenwriter, producer and director. In June 2013 he was found guilty of a £1.5 million tax fraud involving inflating the values of invoices for projects including his film Eldorado, which starred Daryl Hannah, David Carradine and Michael Madsen.",1960-01-13,,2,,nm0238051,Directing,Richard Driscoll,"Cardiff, Wales, UK",0.116,
101922,"{195365, 67229}",True,[],,1974-08-15,,1,,nm0921337,Acting,Gry Bay,"Frederiksberg, Danmark",0.8078,/pP63Dlt0zUcNV2LDbBiuJ9xYcI2.jpg
101924,{213993},True,[],,1963-07-03,,2,,nm0706371,Acting,Thomas Raft,Tyskland,0.4093,/7x9Wm5VKrThzk7vwQb1cXXcdAuk.jpg
101927,{1178064},False,['Marcella Dichmann'],,,,0,,nm1199611,Production,Marcella Linstad Dichmann,,0.0533,
102116,{377268},False,[],,,,0,,nm0096339,Production,Sergio Borelli,,0.1348,
102209,{515684},False,"['Ponch', 'Henry Enrique Estrada', 'اریک استرادا', 'Эрик Эстрада', 'Генри Энрике Эстрада']","Henry Enrique ""Erik"" Estrada (born March 16, 1949) is an American actor, voice actor, and police officer known for his co-starring lead role in the police drama television series CHiPs, which ran from 1977 to 1983. He later became known for his work in Spanish-language telenovelas, his appearances in reality television shows and infomercials and as a regular voice on the Adult Swim series Sealab 2021 as well as the movie Cool Cat Saves The Kids.

From Wikipedia, the free encyclopedia",1949-03-16,,2,https://www.erikestrada.com/,nm0261805,Acting,Erik Estrada,"New York City, New York, USA",0.6699,/9R7acxdXkI8wt4ocIbPBNMNMxIY.jpg
102887,"{210816, 103972, 19301, 33446, 232201, 706090, 16010, 571466, 1297644, 16014, 141008, 21267, 15828, 48725, 13527}",False,['Stephanie León'],,1985-10-15,,1,,nm0502533,Acting,Stephanie Leon,"København, Danmark",0.2291,/w9BVM2X9lhWG49V6TFLVluIJNFd.jpg
102890,"{19299, 19301, 73448, 372462, 710612, 15957}",False,"['Malou Leth Reyman', 'Malou Reyman', 'Malou Leth Reymann']",,1988-02-27,,1,,nm1457031,Acting,Malou Reymann,"Amsterdam, Holland",0.1336,/qwm4r4enF4ibdesGiMBVCcc4cgV.jpg
102892,{19301},False,[],,,,0,,nm3227532,Acting,Honey Shain,,0.0707,/2OMmmyDNl5YCGYAEPfqaGd2qisN.jpg
102893,"{38913, 99650, 19301, 16043, 16044, 16045, 750605, 141011, 15831, 396697, 76314, 715196, 450429}",False,[],,1991-08-08,,1,,nm2071937,Acting,Julie Grundtvig Wester,Danmark,0.2205,/65g3Xqka9lxaviev3lOYyQXH621.jpg
103062,{33363},False,[],,1945-11-29,,2,,nm0872433,Acting,Franco Trevisi,"Carpi, Modena, Emilia Romagna, Italy",0.094,/8TlHOnSSA9TmsC6TX7mgeUM7iyB.jpg
103335,{181586},False,[],,,,0,,nm1365273,Acting,Zoe Hunter,"New York City, New York, USA",0.0286,
103839,"{16034, 422122, 416362, 581931, 15821, 375182, 52669, 462347, 181586, 278740, 705044, 708502, 15959, 1241882, 199931, 15837, 85054, 15967}",False,[],,1973-06-13,,2,,nm1330023,Acting,Kim Sønderholm,"Aarhus, Danmark",0.0734,/rnntbhIrKjAMft3SNDvKr1cGbjA.jpg
103843,{335490},False,[],"Paul Kelleher is an actor and producer, known for Spirits of the Fall (2008), The Horror Vault Vol.1 (2008) and Deadly Pursuit (2008).",,,2,,nm2562332,Acting,Paul Kelleher,,0.3226,/4c5eIBC6XRGUjwdOMjfiEbLRVgC.jpg
103887,{56882},False,"['Yvonne Artigues', 'Josell Como', 'Colette Regis']",,1893-10-23,1978-10-23,1,,nm0753679,Acting,Colette Régis,"Brive-la-Gaillarde, France",0.1393,/m499TbvBELk8Jpfh593TmHqyPJ9.jpg
104282,"{47269, 54630, 56871, 81577, 455021, 72142, 604496, 132753, 54610, 21266, 33948, 84021, 57145, 46840, 193337, 56859, 24284}",False,[],,1936-11-01,2017-05-31,1,,nm0374491,Acting,Mimi Heinrich,"Copenhagen, Denmark",0.0634,/xvb7e59BRlD2t9sejJlRZJyS6bm.jpg
104391,{378951},False,['Abel Woldrich'],"Abel Woolrich was an actor and producer, known for The Mask of Zorro (1998), Ravenous (1999) and Apocalypto (2006). He died on May 12, 2006 in Mexico.",,2006-05-12,2,,nm0941279,Acting,Abel Woolrich,Mexico,0.1492,/1kUo72m2u9RTWqzLJML8ZjnE1B3.jpg
104770,"{196024, 121500, 708541, 49302}",False,[],,1954-03-14,,2,,nm0515592,Acting,Claes Ljungmark,"Göteborg, Sweden",0.1778,/8A1uNy0sQxwY2SWIH5Mj8xNGs8b.jpg
105099,{128900},False,[],,1954-11-30,,1,,nm0259670,Acting,Suzanne Ernrup," Stockholm, Stockholms län, Sweden",0.1219,/ycrxPOffPPjnsj0b1rNo86TQbPr.jpg
105465,{1316710},False,"[' Viktor Åkerblom Nilsson', 'Viktor Åkerblom-Nilsson', 'Viktor Nilsson']",,1991-01-31,,2,https://www.viktorakerblom.se/,nm2225982,Acting,Viktor Åkerblom,"Söderköping, Östergötlands Län, Sweden",0.099,/qeAD9O929WUzBPFNKc7IU9fbXva.jpg
105501,"{148225, 148228, 148229, 1470024, 142504, 13674, 173644, 179692, 57262, 375438, 32944, 376016, 324503, 30007, 85054}",False,['Povl Erik Carstensen'],,1960-06-08,,2,https://povlerikcarstensen.dk/,nm0141381,Acting,Povl Carstensen,"Vangede, Danmark",0.0362,/fgFBKlATnztySfaum2RiIo2AWoY.jpg
105502,"{295968, 70211, 142504, 336745, 13674, 336749, 375438, 32944, 376016, 375412, 495156, 30007, 67577, 77755}",False,[],"Kort om Thomas Wivel  Thomas Wivel er en af de helt store. Ikke bare på grund af hans medvirken i et hav af tv- og radioprogrammer, men også på grund af en enorm produktivitet, der tæller bøger, satireudgivelsen Blæksprutten, adskillige dvd’er og en serie velanmeldte shows. Han var med fra stand-uppens tidlige barndom i 1991 – og siden har han findyrket sin undrende, lidt provokerende stil, blandt andet sammen med kollega Povl Carstensen.     Wivel i egen liga  Thomas Wivel har stået i spidsen af dansk stand-up i over 18 år og er en evig inspiration for alle, der holder af stand-up. Thomas Wivel kan noget med timing og levering, som ingen kan gøre ham efter, og han har energi og en utæmmelig sceneoptræden. Det ser så legende let ud, når han går på scenen, men underkend aldrig det enorme engagement, som driver Thomas Wivel. Han er tændt, hurtig og ualmindelig skarp og er senest portrætteret som ”Godfatheren”, en af hjørnestenene i dansk stand-up i ny bog om stand up comedy (2009) fra journalist og anmelder Henrik Palle og Anders Hjort.     En dynamisk duo  Siden debuten på legendariske Café Din’s i 1991 har han medvirket i flere tv-programmer, bl.a. ”Gintberg – men nok om mig”, ”Stand-up.dk” og ”Talegaver til børn”. Thomas er desuden tekstforfatter på ”Gintbergs store aften” på TV2 Zulu, og han skrev desuden for det populære underholdningsprogram ”9 ud af 10”, han har arbejdet i redaktionen på talkshowet Meyerheim og har senest været en af ankermændene bag Nyhedsministeriet på TV2. Med showet ”117 ting, vi bør vide om hinanden” skabte han og komikeren Povl Carstensen i 2005 et enestående univers, hvor rammende refleksioner over de to køn og fremragende komik gik op i en højere enhed. Showet blev fulgt op af en anmelderrost bog om emnet, udgivet på Gyldendal. I 2005 udgav Thomas desuden sit stand-up-onemanshow ”Med ryggen mod muren” på dvd. I 2006 gik Thomas på scenen med Povl Carstensen, Mette Frobenius og Omar Marzouk. De lavede showet “De hellige køer” og behandlede alvorlige emner som truslen mod ytringsfriheden, religion og terror. Showet mundede ud i bogen De hellige køer, som Thomas forfattede.     Forfatteren Wivel  Thomas er forfatter til flere bøger og skriver ofte klummer og artikler til aviser og fagblade. Han er far til fire, og måske derfor skrev han i 2006 børnebogen Svare Sara – en omvendt spørge-Jørgen, hvor forældrene bliver sat på plads. Thomas bidrog desuden sammen med en række andre stand-up-komikere med en godnathistorie til bogen Til dig fra os samt Stå op fra 2009. I flere år har han været medforfatter på Svikmøllen og skriver nu for Blæksprutten. Sammen med Povl Carstensen har Thomas blandt andet udgivetVerdenshistorien før og nu, Hvordan man overlever sin kones graviditet. En Guide til frustrerede mændsamt bøgerne Hvad enhver kvinde bør vide om mænd og Hvad enhver mand bør vide om kvinder. Han har skrevet den satiriske Hallo!, den kontroversielle debatbog om Muhammedtegningerne De hellige køer”, har oversat Bruce Springsteen på turné og har ikke mindst forfattet den anmelderroste Tysk humor.  I starten af 2009 gik Thomas atter på scenen på Comedy Zoo med sit onemanshow ”Pengene eller livet”, der var indbegrebet af god, klassisk stand-up, og som vises på TV2Zulu i efteråret 2009.",,,2,,nm1205207,Acting,Thomas Wivel,,0.0338,/wGWCa7S0muDeJgpHE6ZTO0fYblS.jpg
105680,{568455},False,[],"Robert Caggiano is an American guitarist and record producer. Since 2013, Caggiano has been the lead guitarist of the rock band Volbeat. He had formerly been guitarist of thrash metal band Anthrax and nu metal band Boiler Room.",1976-11-07,,2,,,Acting,Rob Caggiano,"The Bronx, New York, U.S.",0.0071,/vyilwhkpllDIvle2IqAy12MW6Ko.jpg
105903,"{46721, 46722, 220418, 456325, 12549, 51214, 1179536, 33936, 80406, 48793, 1179809, 243106, 36132, 23588, 29097, 30256, 16049, 45362, 15539, 73397, 330038, 38839, 73398, 687288, 60484, 176582, 368198, 103754, 220234, 173644, 220237, 562510, 15951, 326608, 366800, 555857, 176596, 41686, 141530, 36700, 367586, 783587, 36323, 206824, 46314, 1437291, 1428972, 65007, 709489, 310130, 356853}",False,[],,1944-11-13,2011-08-22,2,,nm0458817,Acting,Jesper Klein,"Næstved, Denmark",0.0676,/dErOedSLqTRHCRzyWDQ3MSp94Z9.jpg
105905,"{41985, 41986, 46721, 269192, 15498, 56845, 33937, 56851, 56854, 98071, 56856, 56859, 262812, 173853, 144030, 218016, 47265, 56864, 76321, 147621, 47269, 33447, 33445, 40361, 73254, 37547, 149932, 358320, 56881, 30256, 84021, 56888, 183994, 184003, 358340, 253509, 253507, 54599, 99272, 59725, 72142, 329295, 218960, 604496, 73172, 41432, 254951, 681961, 167916, 57071, 46703, 326387, 46841, 52603, 357884, 11389, 368254, 357887}",False,[],,1909-03-20,1999-06-01,2,,nm0819072,Acting,Bjørn Spiro,"Frederiksberg, Danmark",0.0596,/hwMAJZVGkUk30kkUN3hkI0Q9DzC.jpg
105906,"{30256, 12231}",False,[],,1916-06-20,1999-01-23,2,,nm1023873,Acting,Kjeld Brask Andersen,"København, Danmark",0.0071,/tHRcGfQl0MeFIsLk8Hx3Mk6PeUs.jpg
105907,"{15498, 15499, 460281, 33940, 455445, 85281, 107301, 47141, 30256, 52549, 358346, 54609, 176606, 331614, 9063, 367594, 52596, 326388, 308729, 46714, 24956, 24958}",False,[],,1921-01-29,1984-03-12,2,,nm0026146,Acting,Gotha Andersen,"København, Danmark",0.131,/431CIwO7MVZ24hphC3o3IBUogYe.jpg
106533,"{254728, 151562, 269066, 264464, 56856, 98073, 56858, 47265, 85281, 47267, 47141, 180401, 308533, 84021, 28985, 159290, 358335, 187328, 33349, 456522, 176593, 54609, 331614, 30564, 1154407, 167916, 455021, 308722}",False,[],,1927-08-11,1981-08-28,2,,nm0753262,Acting,Jørgen Ryg,"København, Danmark",0.0503,/7fjeWbJX3MosOJfmca7od6DtxTK.jpg
106534,"{264458, 173834, 1179530, 56845, 101773, 33933, 1179536, 132753, 207762, 33943, 207255, 144030, 56863, 56865, 132734, 358315, 357293, 221998, 56749, 56878, 81588, 291253, 377268, 57911, 187321, 187194, 358335, 358340, 52600, 11717, 72137, 73162, 358346, 271821, 364497, 54610, 218963, 252756, 176593, 54611, 262104, 41432, 60506, 1178072, 54620, 54622, 1179743, 52606, 206819, 30564, 358245, 455909, 54630, 262247, 297450, 367594, 167916, 46700, 155757, 57071, 262639, 356843, 357874, 326389, 160376, 368250, 52603, 221182, 52607}",False,['Лили Броберг'],,1923-09-19,1989-07-30,1,,nm0110452,Acting,Lily Broberg,"Skørring, Danmark",0.1464,/zDlHyGZae3ryEmVm9uAusCXi5bp.jpg
106535,"{262242, 30564, 81577, 455021, 262640, 362353, 357874, 326388, 132726, 56887, 46840, 98073, 33944, 221214}",False,[],,,,2,,nm0549581,Acting,Johannes Marott,,0.0404,/9rWyQtWBBK0I8HUAylq2rloXAZP.jpg
106536,"{41600, 95491, 1179525, 414988, 33935, 33940, 33941, 1436311, 1179809, 12711, 754984, 12592, 308546, 1179844, 12231, 568648, 54609, 31704, 100573, 331614, 30564, 187240, 308725, 22140, 179454}",False,[],,1945-06-10,1998-06-18,2,,nm0421341,Acting,Birger Jensen,"Frederiksberg, Danmark",0.1514,/qo4qOirVbFVyV6WyKE4yuXgxwdC.jpg
107264,"{95491, 414988, 33294, 704541, 389407, 85281, 84131, 62759, 56873, 57267, 85054, 252737, 252740, 394311, 358346, 15962, 531292, 324198, 155762, 310130, 199922, 46714}",False,[],Lisbet Lundquist is a Danish actress. She's married to actor Søren Østergaard.,1943-03-25,,1,,nm0526551,Acting,Lisbet Lundquist,"Hellerup, Denmark",0.2321,/aH7bkKGAn8EC0spTPHxa9sdypbF.jpg
107543,{1121064},False,[],Jan Gunnar Røise (born 24 september 1975) is a Norwegian actor. He is from Feiring in Eidsvoll and has an acting degree from Statens teaterhøgskole (now a part of the Oslo National Academy of the Arts).,1975-09-24,,2,,nm0754031,Acting,Jan Gunnar Røise,"Eidsvoll, Norway",0.5532,/2nSo5qjTPEuGNNLgdL1DaEMr6co.jpg
107556,"{255746, 416774, 460199, 15956, 13527, 316762, 918459, 458300}",False,[],Marie Askehave is a Danish actress and singer.,1973-11-21,,1,,nm2079028,Acting,Marie Askehave,"Nibe, Danmark",0.3217,/jw17JJDMkmin00nj3yYC1NSUcAG.jpg
107557,"{12549, 232201, 1440138, 357005, 51214, 46354, 31256, 21289, 519594, 705066, 305719, 30007, 61881, 77501, 1188930, 78276, 15952, 708563, 15956, 51923, 1359071, 1047914, 148335, 310130}",False,[],,1965-02-14,,2,,nm0528065,Acting,Henrik Lykkegaard,"Asløkke, Denmark",0.858,/IKqar2FtdpprDsHubuAHynAvZd.jpg
107559,"{50656, 38851, 33412, 19812, 25540, 103844, 571466, 51147, 914346, 15149, 199374, 523565, 430768, 1466191, 14898, 586742, 1227608, 68255}",False,[],"Ditte Hansen is a Danish stage and screen actress. She graduated from the Odense Theater School in 1996.  Together with actress Louise Mieritz she starred in the TV comedy-series ""Ditte & Louise"" in 2015/16.",1970-12-06,,1,,nm1556445,Acting,Ditte Hansen,"København, Danmark",0.348,/lIfCkxtMXzUJKb1vRIBo7bsKyk8.jpg
107635,{15836},False,['Krzysztof Mieczysław Kiersznowski'],,1950-11-26,2021-10-24,2,,nm0452609,Acting,Krzysztof Kiersznowski,"Warszawa, mazowieckie, Polska",0.1043,/u5k2Oz74sHLFODwHbkVg960q2YO.jpg
107702,"{17985, 11330, 329219, 706242, 412099, 1078856, 495148, 16031}",False,[],,1974-01-03,,2,,nm0403877,Acting,Ramadan Huseini,Danmark,0.4474,/p7pk1sTkCywJAZisBhK7SgKwYrA.jpg
107782,"{578880, 1364033, 295968, 70211, 56644, 375429, 1470024, 13674, 229195, 32944, 375412, 73975, 46234, 432603, 67516, 49405}",False,['Omar Ahmad Marzouk'],,1973-02-21,,2,http://www.omarmarzouk.dk/,nm0555851,Acting,Omar Ahmad Marzouk,"Frederiksberg, Danmark",0.1786,/gXdMLApPofa34lPAU9WUmzzyQSH.jpg
108112,{198672},False,[],,1946-05-11,,2,,nm0075092,Acting,Jonas Bergström," Stockholm,  Sweden",0.08,/zLMpGpS9odv9FwHh1icKlly7pYk.jpg
108304,"{576377, 20661}",False,[],,,,0,,nm0631000,Writing,Thomas Borch Nielsen,,0.0487,
108305,"{90758, 80361, 16909, 39118, 62511, 16016, 707698, 707735, 61624, 72538}",False,[],,1969-05-06,,1,,nm0770087,Acting,Puk Scharbau,"Søborg, Danmark",0.316,/bukzZfwhiyScpP3fARIRY4hPle1.jpg
108451,{316444},False,[],,1967-05-28,,2,,nm0408609,Acting,Diogo Infante,"Lisbon, Portugal",0.2113,/6n1eK25AB9MdHG2jPNw6ARfqhiQ.jpg
108565,{495148},False,['Aggi'],"Agnieszka Liggett is an editor known for 'Mr Bates vs. The Post Office', 'Funny Woman', 'Doctor Who', 'The Killing Kind', films 'Obey', 'Scarborough', 'Last train to Christmas', 'Crowhurst' and 'Howl'. Agnieszka also edited documentaries 'Death Without Mercy', 'Ukraine: Life under attack' and 'Jill Dando: The 20 Year Mystery'.

She graduated with MA in Editing from the National Film and Television School in UK and before that she studied drama in National Polish Film, Theatre and TV School in Lodz.

Many of the films Agnieszka edited screened at various festivals and gone to win numerous awards. Feature film 'Obey' won BAFTA Cymru Breakthrough Award, 'After tomorrow' was nominated for PALM D'OR and short animation 'Badgered' was nominated for an OSCAR. Agnieszka won BAFTA for her work on short documentaries about Cambridge Analytica and she was nominated for BEST EDITING in Underwire Festival for her work on film 'Gone'.

She edits fiction as well as documentaries. Most people call her Aggi.",,,1,https://aliggett.co.uk/,nm0509902,Editing,Agnieszka Liggett,"Lewisham, London, England, UK",0.0617,
109856,"{1178273, 350054, 20458, 62510, 292593, 32947, 15839}",False,"['Maria Wilton', 'Maria Karlsen']",,1971-06-28,,1,https://www.mariastokholm.dk/,nm0439579,Acting,Maria Stokholm,"Fyn, Danmark",0.3685,/jHwcCDJbkAvnOEjywC903gTembR.jpg
110046,"{29000, 33070, 705428, 939193, 491450, 199934}",False,[],,1964-12-21,,2,,nm0423591,Acting,Kristian Holm Joensen,Danmark,0.0505,/3F3TNVVM0ZgG0CeShA4bbiL4f3A.jpg
110047,"{206240, 54666, 139, 51147, 1362284, 33070, 710194, 799487, 15959, 728924, 1184959}",False,[],,1963-10-24,,2,,nm0269033,Acting,Søren Fauli,"Frederiksberg, Danmark",0.1163,/e1R2aG4b7O95O0hs3wO1ZoVwrPm.jpg
110104,{169030},False,"['John-Sigurd Kristensen ', 'John S. Kristensen']",,,,2,,nm0471562,Acting,John Sigurd Kristensen,,0.0454,/A003zVyQhP3Uv7NoXBQDY52TYOs.jpg
110577,"{707751, 100287, 60471}",False,"['Master Fatman', 'Morten Lindberg']",,1965-09-24,2019-03-26,2,,nm0511397,Acting,Morten Lindberg,,0.0907,/cm6JyU3AGTMsIhAhGsE7FuSXb2a.jpg
110578,"{252200, 33420}",False,[],,1934-11-19,,2,,nm1300419,Acting,Per Kristensen,"Frederiksberg, Danmark",0.0327,/sc12utiDIc3Hx3wvPPgnQrX7ua1.jpg
110601,"{815200, 123968}",False,[],,1969-12-24,,1,,nm0278803,Directing,Pernille Fischer Christensen,"Copenhagen, Denmark",0.0664,/uGIXnmOTpmoj9HyHIGZfilyREjo.jpg
110602,"{1176246, 59190, 33279}",False,"['Sofia Mileva Cukic', 'Sofia Cukic', 'Sofia Mileva Čukić']",,1993-08-30,,0,,nm2709319,Acting,Sofia Cukic,"København, Danmark",0.179,/pGp4LbKmLEm7R8bPLH5XUOxWZ88.jpg
110603,{33279},False,[],,,,0,,nm2706102,Acting,Micki Chow,,0.0143,
110604,"{1461889, 514692, 16009, 33807, 759056, 958231, 925210, 103839, 1043233, 1471010, 659370, 650031, 15929, 1022266, 16059, 980026, 446029, 378704, 425298, 724452, 479226, 199931, 33279}",False,['Joen Seemann Højerslev'],,1974-07-30,,2,,nm1572044,Acting,Joen Højerslev,,0.1134,/LuHMKVKFU8PQ66e6t8TqdGhfKI.jpg
110900,{545569},False,[],Laufey Elíasdóttir is an actress.,,,1,,nm2270589,Acting,Laufey Elíasdóttir,,0.1158,/cUrNCwNWs8iH2XuN5JbaGRUcQKX.jpg
111076,"{563457, 1409414, 52231, 299026, 46232, 46234, 487075, 155311, 32944, 402233, 189124, 1030214, 1470024, 43080, 33616, 603094, 451673, 19177, 1076589, 50548}",False,[],,1963-12-03,,2,https://jangintberg.dk/,nm1065319,Acting,Jan Gintberg,,0.1728,/g9OiCKUuIxQn7boGvQv4M3BfftW.jpg
111364,{181586},False,[],,1977-10-15,,2,http://www.christianmagdu.com,nm1300813,Acting,Christian Magdu,"Ploiești, Romania",0.0338,/8NH170xuN1BPcihIaVI649yLqxm.jpg
111599,"{255746, 303620, 416774, 33422, 33807, 48792, 48793, 53278, 1341854, 56993, 629156, 160805, 33446, 16037, 875180, 286896, 15928, 52547, 197955, 197958, 203979, 378704, 1289559, 420956, 486112, 54626, 1048418, 19813, 46314, 826989, 725234, 50548, 254200, 296313}",False,[],,1952-12-19,,1,,nm0499600,Acting,Kirsten Lehfeldt,"Skanderborg, Denmark",0.0634,/dC7Bn2QfYJFgrDJC1jAsxDtLDIR.jpg
111600,{33807},False,[],,,,0,,nm3234862,Acting,Oliver Brandel,,0.0071,
111601,"{15777, 255746, 213993, 33807, 123825, 396127}",False,['Heine Grove Ankerdal'],,1968-06-19,,2,,nm0030164,Acting,Heine Ankerdal,,0.0453,/d7TLtMAH4sUDmM0BW6IYrXQ8Cvt.jpg
