name,birthday,deathday,gender,person_id
Michael-James Olsen,1994-01-01,,2,1353634
Teala Dunn,1996-12-08,,1,42915
Karl Beattie,2000-07-03,,2,1353637
Molly Brown,1994-07-01,,1,1877932
Bryson JonSteele,2011-01-18,,2,2140091
Tim Blanchard,1979-06-04,,2,567228
Michael Mando,1981-07-13,,2,829372
Daniel E. Catullo,1971-01-01,,2,1091529
Jacqueline Lovell,1974-12-09,,1,42961
Paul Heyman,1965-09-11,,2,567257
Carolyn Seymour,1947-11-06,,1,42970
Troy Byer,1964-11-07,,1,42974
Jim Fullington,1963-06-16,,2,567263
Michael Manna,1971-10-09,,2,567264
Jessica Brown Findlay,1989-09-14,,1,567269
Joshua Fredric Smith,1980-02-23,,2,567271
Luciano Curreli,1965-09-06,,2,1091565
Jackie Stewart,1939-06-11,,2,567278
Martin Donovan,1957-08-19,,2,42993
David Dobkin,1969-06-23,,2,42994
Trevor Peacock,1931-05-19,2021-03-08,2,42996
Elizabeth Berrington,1970-08-03,,1,42998
Otto Farrant,1996-11-13,,2,1091580
Ben Forster,1981-04-24,,2,1091581
Thomas Rosales Jr.,1948-02-03,,2,43010
Patrick Baladi,1971-12-25,,2,43019
Hannah Zirke,2005-05-10,,1,1878037
Tom Goodman-Hill,1968-05-21,,2,43034
Fergus Riordan,1997-07-22,,2,567332
Anthony Durante,1967-07-26,2003-09-25,2,567340
Sherrie Rose,1966-02-24,,1,43068
Alyssa Lynch,1995-07-07,,1,1353825
Taylor Russell,1994-07-18,,1,1353827
Alex Israel,1982-01-01,,0,1878120
Clement von Franckenstein,1944-05-28,2019-05-09,2,43115
Andy Dick,1965-12-21,,2,43120
Rob Paulsen,1956-03-11,,2,43125
Gerard McSorley,1950-09-14,,2,43131
Rolonda Watts,1959-07-12,,1,305275
Fiona Glascott,1982-11-22,,1,43135
Ian McElhinney,1948-08-19,,2,43138
Tara Lynne O'Neill,1975-11-16,,1,43140
Tyra Misoux,1983-01-03,,1,43166
Alyssa Bresnahan,1967-10-29,,1,1616051
Joey Batey,1989-01-01,,2,1353920
Antje Traue,1981-01-18,,1,43202
Graham Rogers,1990-12-17,,2,1091795
Paul Blackthorne,1969-03-05,,2,43231
Valerie Cruz,1976-07-18,,1,43232
Raoul Bhaneja,1974-06-06,,2,43243
Dylan Everett,1995-01-24,,2,43244
Deborah Odell,1973-10-05,,1,43247
Ariel Winograd,1977-08-23,,2,567536
Scott Dixon,1980-07-22,,2,2140404
Krista Bridges,1968-11-04,,1,43257
Matt Gordon,1969-01-01,,2,43258
Torren Sylvain,1984-06-03,,2,2140412
Conrad Coates,1970-07-12,,2,43263
Corey Sevier,1984-07-03,,2,43265
Joanne Kelly,1978-12-22,,1,43277
WC,1970-02-03,,2,305427
Simon Northwood,1968-02-12,,2,43284
Laura Vandervoort,1984-09-22,,1,43286
Steve Byers,1979-12-31,,2,43292
Nathan Stephenson,1987-07-27,,2,43296
Elizabeth Thai,1979-07-01,,1,43297
John DeSantis,1977-01-21,,2,43299
Khosrow Vaziri,1942-03-15,2023-06-06,2,567585
Sherry Miller,1950-05-07,,1,43301
Philippe Peythieu,1950-09-25,,2,1091885
Yannick Bisson,1969-05-16,,2,43311
Christine Horne,1981-12-14,,1,43310
Omar Cowan,1922-12-02,2013-09-08,2,567602
Jeff 'Swampy' Marsh,1960-12-09,,2,567615
Ventura Pons,1945-07-25,2024-01-08,2,43330
James Piper,1981-03-21,,2,567623
Electra Avellan,1986-08-12,,1,567627
Gigi Allens,1986-10-21,,1,1354059
Dakin Matthews,1940-11-07,,2,43364
Ann Dowd,1956-01-30,,1,43366
Stacy Edwards,1965-03-04,,1,43372
Aaron Himelstein,1985-10-10,,2,43373
Lilas Lane,1972-11-27,,1,43379
Axel Wedekind,1975-01-07,,2,43386
John Giorno,1936-12-04,2019-10-12,2,1091965
Edmund White,1940-01-13,,2,1091966
Nisha Pahuja,1967-06-03,,1,1091979
Thea Rubley,1989-05-03,,1,1354127
Robin Dunne,1976-11-19,,2,43426
Sarah Thompson,1979-10-25,,1,43427
Barclay Hope,1958-02-25,,2,43431
Tane McClure,1958-06-08,,1,43432
Teresa Hill,1969-05-09,,1,43433
Mehdi Nebbou,1974-01-10,,2,43436
Kevin Seal,1963-06-22,,0,1354155
Kerr Smith,1972-03-09,,2,43442
Kristina Anapau,1979-10-30,,1,43443
Nathan Wetherington,1974-10-28,,2,43444
Natalie Ramsey,1975-10-10,,1,43446
Laouni Mouhid,1981-12-25,,2,1092019
Frédéric Bourdin,1974-06-13,,2,1092026
Thomas Darchinger,1963-05-05,,2,43455
Brennan Elliott,1975-03-24,,2,43458
Lyle Blackburn,1966-10-26,,2,1878465
Suhail Dabbach,1965-01-01,,2,2402750
John Patrick Amedori,1987-04-20,,2,43464
Guy Ferland,1966-02-18,,2,43468
Chloe Webb,1956-06-25,,1,43476
David Conrad,1967-08-17,,2,43479
Courtney Henggeler,1978-12-11,,1,43483
Yuliya Vysotskaya,1973-08-16,,1,567787
Madison Monroe,1962-05-15,,1,43500
Holly Sampson,1973-09-04,,1,43504
Eddie Jay,1967-02-26,2013-11-12,2,43507
Lawrence Kasanoff,1959-06-01,,2,43518
Charles Robinson,1945-11-09,2021-07-11,2,43524
Sturla Gunnarsson,1951-01-01,,2,43526
Hringur Ingvarsson,1999-09-05,,2,43531
Rosa Mota,1958-06-29,,1,1878541
Joan Benoit Samuelson,1957-05-16,,1,1878542
Gunnar Eyjólfsson,1926-02-14,2016-11-21,2,43533
Anna Calder-Marshall,1947-01-11,,1,43543
Nonso Anozie,1978-11-17,,2,43547
Jerzy Skolimowski,1938-05-05,,2,43553
Josef Altin,1983-02-12,,2,43554
Mina E. Mina,1934-06-15,,2,43555
Dominic Mariche,2007-04-17,,2,2140706
Yvan Gauthier,1969-05-19,,2,43583
Agim Kaba,1980-02-16,,2,43597
Heidi Johanningmeier,1982-07-29,,1,43599
Patrik-Ian Polk,1973-07-29,,2,305750
Sabine Karsenti,1974-09-01,,1,43611
Christian Tessier,1978-01-01,,2,43612
Thomas Duplessie,1990-02-22,,2,2665051
Willie Brown,1942-03-21,2018-07-26,2,3189350
Dora Bryan,1923-02-07,2014-07-23,1,43626
Jonas Mekas,1922-12-24,2019-01-23,2,1092208
Hollis Frampton,1936-03-11,1984-03-30,2,1092209
Andrew Feinstein,1964-03-16,,2,2665072
Frank Lammers,1972-04-10,,2,43643
Mike Reus,1971-02-05,,2,43645
Tygo Gernandt,1974-04-07,,2,43646
Cas Jansen,1977-06-24,,2,43648
Jess Walter,1965-07-20,,2,1354387
Steven Chase,1961-08-21,,2,1354397
Bill Treacher,1930-06-04,2022-11-05,2,43680
James Berlingieri,1976-08-08,,2,1878698
Simone Cristicchi,1977-02-05,,2,567999
Ton Kas,1959-02-22,,2,43719
Bas Keijzer,1973-03-31,,2,43720
Bernard Parks,1943-12-07,,2,3189461
J. Cynthia Brooks,1951-11-05,,1,43749
Collin Bernsen,1958-03-30,,2,43753
Andreas Katsulas,1946-05-18,2006-02-13,2,43773
Daniel Roebuck,1963-03-04,,2,43774
Jane Lynch,1960-07-14,,1,43775
Neil Flynn,1960-11-13,,2,43776
Navi Rawat,1977-06-05,,1,43778
Charles Dennis,1946-12-16,,2,43800
Christopher Folino,1968-11-05,,2,568092
Luca Sardelis,2001-01-18,,1,1616689
Joe Klocek,1995-06-24,,2,1616693
Massimo Dobrović,1984-11-01,,2,1354563
Jimmy LeBlanc,1974-05-06,,2,1616714
Irma P. Hall,1935-06-03,,1,43853
Uly Schlesinger,1996-09-02,,2,2141006
Ryan Hurst,1976-06-19,,2,43858
Diane Delano,1957-01-29,2024-12-13,1,43859
Duncan McLeod,1918-07-26,2005-11-25,2,43867
Anthony-James Ryan,1921-06-17,2006-04-15,2,43876
Brent Shields,1963-03-01,,2,43890
Kimberly J. Brown,1984-11-16,,1,43893
Hallee Hirsh,1987-12-16,,1,43894
Bobby Harwell,1931-08-22,2017-04-01,2,43895
Jeff Probst,1962-11-04,,2,43896
Allegra Tinnefeld,2005-09-10,,1,1616760
Shawn Williamson,1965-04-26,,2,43901
Erik Palladino,1968-05-10,,2,43902
Carly Pope,1980-08-28,,1,43903
Colleen Wheeler,1967-03-21,,1,43905
Annabelle Stephenson,1988-04-12,,1,1354629
Ellie White,1989-06-14,,1,1616784
Dahlia Salem,1971-11-21,,1,43927
Meghan Ory,1982-08-20,,1,43928
Anthony Ulc,1960-11-03,,2,43929
Adrien Dorval,1963-03-22,,2,43933
Myron Natwick,1927-12-31,,2,43934
Amanda Troop,1977-08-12,,1,1354657
Eddie Alfano,1976-04-22,,2,43943
Denise Boutte,1982-01-19,,1,43946
Ed Brigadier,1949-10-16,2012-02-26,2,43947
Nickolas Dylan Rossi,1974-06-04,,2,43959
D. C. Douglas,1966-02-02,,2,43961
Liz Fenning,1984-08-06,,1,1092540
Rachel Redleaf,1997-01-01,,1,1878976
Michal Yannai,1972-06-18,,1,306116
Andrea Griminelli,1959-12-13,,2,2927571
Daniel Benmayor,1978-08-03,,2,568279
Mark Potts,1984-10-24,,0,1092587
Amos Poe,1949-01-01,,2,44023
Benjamin Renner,1983-11-14,,2,1092607
Barbara Alyn Woods,1962-03-11,,1,44033
Dan Trachtenberg,1981-05-11,,2,568322
Brian Lally,1965-03-14,,2,568321
Nancy Allen,1950-06-24,,1,44038
James Mcahren,1984-03-19,,2,1354765
John Ingle,1928-05-07,2012-09-16,2,44052
Roger Aaron Brown,1949-06-12,,2,44054
Kevin R. Wright,1983-01-15,,2,2927638
Fred Dekker,1959-04-09,,2,44056
Amar Chadha-Patel,1986-06-03,,2,1616920
John Posey,1956-02-07,,2,44060
Jodi Long,1954-01-07,,1,44059
Charlotte Rampling,1946-02-05,,1,44079
Page Fletcher,1951-02-25,,2,44096
Maria del Mar,1964-06-01,,1,44097
Anthony Lemke,1970-10-07,,2,44098
Kevin Jubinville,1967-04-28,,2,44100
Richard Fitzpatrick,1947-01-01,,2,44103
Milena Vukotić,1938-04-23,,1,44104
Robbie Jarvis,1986-05-07,,2,568390
Simon J. Smith,1968-09-16,,2,44114
Spike Feresten,1964-09-03,,2,44115
Larry King,1933-11-19,2021-01-23,2,44127
Paul Lynch,1946-06-11,,2,44130
Powell Robinson,1992-02-03,,2,1354865
Francesco Carrozzini,1982-09-09,,2,1617013
Yvette Nipar,1964-10-20,,1,44149
Blu Mankuma,1948-07-05,,2,44150
Andrea Roth,1967-09-30,,1,44151
David Gardner,1928-05-04,2020-02-08,2,44153
Micah Fitzgerald,1973-12-05,,2,1354874
Hrant Alianak,1950-01-01,,2,44155
Chris Wiggins,1930-01-13,2017-02-19,2,44163
Patrick McKenna,1960-05-08,,2,44172
Dov Tiefenbach,1981-12-08,,2,44176
R.D. Reid,1944-09-22,2017-06-20,2,44183
Judith Scott,1965-12-22,,1,44185
Sugith Varughese,1958-01-01,,2,44191
Tim Boardman,1996-05-23,,2,1617065
Lori Hallier,1959-07-08,,1,44203
Jeremy Ratchford,1965-08-06,,2,44205
Nigel Bennett,1949-11-19,,2,44208
David Sutcliffe,1969-06-08,,2,44221
"Antonio Sabàto, Jr.",1972-02-29,,2,44222
Celina Font,1970-06-20,,1,44223
Leonardo Brzezicki,1978-08-21,,2,44224
Maurice Hall,1983-02-12,,2,1354956
Justin Tipping,1985-04-26,,2,1354959
Roddy Piper,1954-04-17,2015-07-31,2,44240
Allan Rich,1926-02-08,2020-08-22,2,568531
Michael Cole,1940-07-03,2024-12-10,2,568536
Thomas Q. Jones,1978-08-19,,2,1617120
Constantino Romero,1947-05-29,2013-05-12,2,44257
Kerri Medders,2000-01-07,,1,1617121
John Rubinstein,1946-12-08,,2,44261
Óscar Gutiérrez Rubio,1974-12-11,,2,568555
Carrie Wampler,1996-08-13,,1,1354992
Rosemary Dunsmore,1952-07-13,,1,44275
Jim Duggan,1954-01-14,,2,568583
Gwynyth Walsh,1958-11-07,,1,44296
Ted DiBiase Sr.,1954-01-18,,2,568585
Hunter Bodine,1971-05-06,,2,2141450
Cliff DeYoung,1945-02-12,,2,44301
David Keeley,1961-04-21,,2,44302
Jim Hellwig,1959-06-16,2014-04-08,2,568589
Jim Neidhart,1955-02-08,2018-08-13,2,568592
Michelle Mao,1998-12-22,,1,2141470
Peggy Lu,1963-02-22,,1,2141479
Daniel 'Cloud' Campos,1983-05-06,,2,568652
Filip Peeters,1962-12-02,,2,44366
Sofia Boutella,1982-04-03,,1,568657
Dave Schram,1958-08-23,,2,568662
Yuriy Dyak,1987-07-05,,2,2403670
Julia Brendler,1975-02-26,,1,44385
Chris Muto,1977-03-03,,2,1355108
Kota Eberhardt,1989-07-14,,1,1879398
Martin Brambach,1967-10-28,,2,44393
Juliet Mills,1941-11-21,,1,44404
Tom Stern,1965-05-18,,2,568711
Klaus Stiglmeier,1950-01-01,,2,568713
Brenda Koo,1983-02-13,,1,568714
Rebecca Dalton,1989-01-10,,1,1355149
Yessica Borroto Perryman,1992-01-01,,1,3452313
Benedict Freitag,1952-09-30,,2,44446
McKaley Miller,1996-05-14,,1,1355176
Jake Watkins,1996-05-16,,2,1617332
Philip Hoffman,1954-05-12,,2,1355189
Michael Nankin,1955-12-26,,2,44481
Bernadette Heerwagen,1977-06-22,,1,44521
Graham Bentz,1995-03-31,,2,2928107
Pete Seeger,1919-05-03,2014-01-27,2,44549
Jonathan Firth,1967-04-06,,2,44557
Ralph Arlyck,1940-12-17,,2,1093136
Hubert Saint-Macary,1949-05-18,,2,44560
Tobias Moretti,1959-07-11,,2,44567
Lana Young,1970-09-02,,1,44578
Richie Varga,1970-12-14,,0,306727
Matthew Thompson,1994-06-23,,2,1355324
Lil Mama,1989-10-04,,1,1879642
Claire Cox,1975-12-19,,1,44635
Herb Andress,1935-01-10,2004-04-08,2,44638
Kevin van Doorslaer,1981-02-22,,2,1355360
Robert Dornhelm,1947-12-17,,2,44644
Jordyn Wieber,1995-07-12,,1,1617505
Sophia Bella,1984-09-19,,1,1355363
Alessio Boni,1966-07-04,,2,44646
Violante Placido,1976-05-01,,1,44649
Toni Bertorelli,1949-09-09,2017-05-24,2,44650
Anna Morna,1990-03-15,,1,1355372
Ken Duken,1979-04-17,,2,44651
Ronald Kukulies,1971-12-08,,2,44670
David Jackson,1963-12-31,,2,44683
David Langlois,1974-01-21,,2,1879695
Henry Darrow,1933-09-15,2021-03-14,2,44686
Marina Anderson,1952-10-05,,1,1879706
Rhonda Shear,1954-11-12,,1,44705
Nicole Eggert,1972-01-13,,1,44711
Jill Eikenberry,1947-01-21,,1,44712
Margaux Hemingway,1954-02-16,1996-07-01,1,44716
Curtis Harrington,1926-09-17,2007-05-06,2,44725
Waris Hussein,1938-12-09,,2,44726
Cameron Mitchell,1918-11-04,1994-07-06,2,44728
Jonathan Ross,1960-11-17,,2,44731
Jesse Eisenberg,1983-10-05,,2,44735
Goran Kostić,1971-11-18,,2,44736
Zoe Moore,1993-04-25,,1,1093312
Kristina Krepela,1979-09-04,,1,44738
Ljubomir Kerekeš,1960-01-16,,2,44739
Richard Shepard,1965-01-01,,2,44740
Donald A. Davis,1932-06-07,1982-09-23,2,44750
Pandora Peaks,1964-04-12,,1,44757
Forrest J. Ackerman,1916-11-24,2008-12-08,2,44762
Edward D. Wood Jr.,1924-10-10,1978-12-10,2,44763
William Lustig,1955-02-01,,2,44765
Austin James,1994-01-05,,2,2141921
Carrie Stevens,1969-05-01,,1,44779
Art LaFleur,1943-09-09,2021-11-17,2,44792
Telma Hopkins,1948-10-28,,1,44793
Louie Anderson,1953-03-24,2022-01-21,2,44795
Franklyn Ajaye,1949-05-13,,2,44796
John Paragon,1954-12-09,,2,44809
Cassandra Peterson,1951-09-17,,1,44810
Ira Heiden,1966-09-22,,2,44816
Mark Holton,1958-07-19,,2,44818
Peter Looney,1937-01-18,2022-12-31,2,44821
Starletta DuPois,1941-07-18,,1,44822
Hunt Block,1953-02-16,,2,44826
Deborah Rush,1954-04-10,,1,44830
Carrie Snodgress,1945-10-27,2004-04-01,1,44831
Avi Nash,1991-01-24,,2,1617697
Markian Tarasiuk,1993-04-02,,2,1617701
Richard Carter,1953-12-11,2019-07-13,2,44838
Juliana Destefano,1995-07-20,,1,1879851
Elizabeth Ashley,1939-08-30,,1,44845
David Anspaugh,1946-09-24,,2,44847
Tom Baker,1934-01-20,,2,44865
Rob Szatkowski,1970-12-18,,2,569165
Ric Flair,1949-02-25,,2,569166
Jim Staahl,1947-03-20,,2,44894
Peter Senerchia,1967-10-11,,2,569184
Shelley Morrison,1936-10-26,2019-12-01,1,44897
Yana Esipovich,1979-09-03,,1,569185
Johnny Issaluk,1973-08-01,,2,1879912
George Merritt,1942-07-10,2010-02-15,2,1879921
Alessandra Carrillo,1982-01-01,,1,1879926
Marc Akerstream,1954-05-24,1998-08-15,2,44919
Jillian Gottlieb,1995-02-12,,1,2666353
Kazumi Evans,1989-09-14,,1,569211
Tony Rohr,1940-11-30,2023-11-03,2,44930
Lyle Waggoner,1935-04-13,2020-03-17,2,44933
Lynda Carter,1951-07-24,,1,44935
Ginger Lynn Allen,1962-12-14,,1,44936
Cameron Wofford,1998-06-19,,2,1093510
Cassie Keller,1990-02-04,,1,1093516
Jess Adams,1991-04-22,,1,1093517
Diana Hopper,1993-02-23,,1,1093518
Richard Schickel,1933-02-10,2017-02-18,2,44950
Daria Nicolodi,1950-06-19,2020-11-26,1,44959
Kaaren de Zilva,1979-05-16,,1,1093538
Peter Horton,1953-08-20,,2,44990
Arsenio Hall,1955-02-12,,2,44994
B.B. King,1925-09-16,2015-05-14,2,44999
Steve Allen,1921-12-26,2000-10-30,2,45001
Sarah Sutherland,1988-02-18,,1,1355719
David Howard Thornton,1979-11-30,,2,1880016
Shanna McCullough,1960-04-01,,1,45011
Isobelle Molloy,2000-10-06,,1,1355733
Sarodj Bertin,1986-04-11,,1,1355738
Sam Irvin,1959-06-14,,2,45037
Miles O'Keeffe,1954-06-20,,2,45039
Judith Hoag,1968-06-29,,1,45041
Michel Noher,1983-04-14,,2,1355765
Lana Ettinger,1976-11-05,,1,569336
Craig Parkinson,1976-03-11,,2,45050
Anton Corbijn,1955-05-20,,2,45052
Harry Treadaway,1984-09-10,,2,45051
Colin Donnell,1982-10-09,,2,1093632
Leticia Dolera,1981-10-23,,1,45060
Marc Graue,1953-12-12,,2,1355793
Rosebud Baker,1985-03-16,,1,1355795
Harrison Page,1941-08-27,,2,45101
John Carney,1972-01-01,,2,45117
Glen Hansard,1970-04-21,,2,45124
Elizabeth Cappuccino,1994-10-30,,1,1617987
Markéta Irglová,1988-02-28,,1,45127
Mark Murphy,1977-06-02,,2,569425
Peter Hutton,1944-08-24,2016-06-25,2,1093719
Olivier Gourmet,1963-07-22,,2,45152
Henry Rowland,1913-12-28,1984-04-26,2,45164
Skai Jackson,2002-04-08,,1,569452
Mia Michaels,1966-02-22,,1,1880192
Anderson Boyd,1985-11-18,,2,1618057
Eugene Jarvis,1955-01-27,,2,2142346
L.B. Williams,1949-05-07,,2,1880201
Corbin Reid,1988-02-03,,1,1618066
LeRoy Mobley,1985-08-20,,2,1093777
Alex Cord,1933-05-03,2021-08-09,2,45206
Tony Bonner,1943-11-23,,2,45207
John Jarratt,1951-08-05,,2,45210
Steve Bisley,1951-12-26,,2,45211
Dan Nigro,1982-05-14,,2,2928798
Elizabeth Tabish,1986-05-26,,1,1355937
Christopher Bond,1977-04-20,,2,569511
Paula Jai Parker,1969-08-19,,1,45245
George Pataki,1945-06-24,,2,569532
Maclean Fish,2004-04-07,,2,2404544
Kayla Jane,1986-05-28,,1,1355992
Harley Morenstein,1985-07-20,,2,1356001
Sarah Crowden,1955-01-01,,1,1356007
Vito Acconci,1940-01-24,2017-04-27,2,1356017
Andrew Galloway,1985-06-06,,2,569590
Jason Aaron,1973-01-28,,2,1356059
David A. Prior,1955-10-05,2015-08-16,2,45343
Cecily Strong,1984-02-08,,1,1093919
Louise Simonson,1946-09-26,,1,1356065
Ted Prior,1959-08-09,,2,45346
Aidy Bryant,1987-05-07,,1,1093920
Jim Shooter,1951-09-27,2025-06-30,2,1356064
Emily Bridges,1986-07-02,,1,1093944
Sandahl Bergman,1951-11-14,,1,45378
Shannon Tweed,1957-03-10,,1,45379
Melissa Brasselle,1965-01-27,,1,45381
Dirk Shafer,1962-11-07,2015-03-05,2,45382
Cal Bartlett,1935-02-07,,2,45388
Beth Broderick,1959-02-24,,1,45391
Tara Cardinal,1978-03-10,,1,1093967
Ross Partridge,1968-02-26,,2,45396
Steve Zissis,1975-12-17,,2,45398
Greta Gerwig,1983-08-04,,1,45400
Elise Muller,1967-08-15,,1,45404
Jay Duplass,1973-03-07,,2,45405
Mark Duplass,1976-12-07,,2,45407
Jonathan Wade-Drahos,1967-08-15,,2,45410
Andre Khabbazi,1975-01-15,,2,45411
William Katt,1951-02-16,,2,45415
Kent Osborne,1969-08-30,,2,45416
Darryl Stephens,1974-03-07,,2,45418
Ry Russo-Young,1981-11-16,,1,45419
Tipper Newton,1986-01-21,,1,45422
Kris Rey,1980-11-11,,1,45423
April Telek,1975-04-29,,1,45428
Megan Gallagher,1960-02-06,,1,45445
Megan Follows,1968-03-14,,1,45446
Eleanor Bron,1938-03-14,,1,45453
Judy Cornwell,1940-02-22,,1,45455
Mike Cahill,1979-07-05,,2,45459
Hristos Valavanidis,1944-05-21,,2,1094043
Bahia Haifi,1971-12-29,,1,1618332
Camille Keaton,1947-07-20,,1,45471
Rudy Ray Moore,1927-03-17,2008-10-19,2,45474
Hans Richter,1888-04-06,1976-02-01,2,1094057
Gianluca Bazzoli,1980-05-02,,1,1880492
Millie Bobby Brown,2004-02-19,,1,1356210
Ted Geoghegan,1979-08-10,,2,1094069
Maika Monroe,1993-05-29,,1,1094091
Kitty O'Neil,1946-03-24,2018-11-02,1,3977683
Adrienne Lau,1983-09-07,,1,1356253
Siam Yu,1999-01-01,,2,1094117
Dan Savage,1964-10-07,,2,307695
Andy Reid,1997-05-21,,2,1094133
Kolton Stewart,1999-07-01,,2,1094134
Thomas Aske Berg,1980-06-06,,2,569853
Roger Bart,1962-09-29,,2,45566
Ruggero Deodato,1939-05-07,2022-12-29,2,45572
Jim Gaines,1955-05-18,,2,45581
Ben Walker,1993-01-01,,2,45585
Magda Szubanski,1961-04-12,,1,45586
Jack Shepherd,1940-10-29,,2,45587
Clare Higgins,1955-11-10,,1,45588
Dakota Blue Richards,1994-04-11,,1,45589
Phillip Lybrand,1984-04-07,,2,1356318
Joey Camen,1957-01-16,,2,45603
Walter Olkewicz,1948-05-14,2021-04-06,2,45612
Eric Jay Beck,1983-04-05,,2,1094189
Rob Kirkland,1973-09-09,,2,1094200
Gary Kent,1933-06-07,2023-05-25,2,45634
Zrinka Cvitešić,1979-07-18,,1,569927
Lauren Buglioli,1987-01-07,,1,2667083
Iva Babić,1976-10-04,,1,569938
Kelli O'Hara,1976-04-16,,1,45651
Dušan Bućan,1976-09-28,,0,569956
Bruno Mattei,1931-07-30,2007-05-21,2,45672
Catherine Hubeau,1945-09-24,,1,1880693
Steve Albini,1962-07-22,2024-05-07,2,570001
Charles Daniel Sandoval,1975-05-13,,2,45725
Ali Reza,1967-10-26,,2,45726
Ramin Bahrani,1975-03-20,,2,45730
Andrea Londo,1992-11-07,,1,1618597
Signe Baumane,1964-08-07,,1,1356464
Art Irizawa,1935-01-01,2022-09-29,2,1618607
Ariane Schluter,1966-02-01,,1,45746
Jaap Spijkers,1958-02-11,,2,45747
Thekla Reuten,1975-09-16,,1,45749
Andrew Schulz,1983-10-30,,2,1880755
Pierre Bokma,1955-12-20,,2,45751
Lyne Renee,1979-05-17,,1,45753
René van 't Hof,1956-10-15,,2,45758
Roy Andersson,1943-03-31,,2,45791
LaMonica Garrett,1975-05-23,,2,1094385
Cauleen Smith,1967-09-25,,1,1094393
Willis Burks II,1935-10-25,,2,45822
Arthur Santiago,1984-11-09,,2,45825
Ashley Greene,1987-02-21,,1,45827
Pedro Weber 'Chatanuga',1933-11-28,2016-03-22,2,1094404
Hugh Holub,1952-04-05,,2,570119
H. Rap Brown,1943-10-04,,2,1618700
Boomer Banks,1980-06-13,,2,1356559
Lincoln MacNeil,2014-08-27,,2,3978001
Doris Roberts,1925-11-04,2016-04-17,1,45863
John John Florence,1992-10-18,,2,1094443
Jay Smooth,1986-03-12,,2,1356600
Charlie Murphy,1987-11-30,,1,1356630
Brendon Ryan Barrett,1986-08-05,,2,45922
Kathleen Barr,1967-04-06,,1,45923
Ian James Corlett,1962-08-29,,2,45924
Nicholas Pinnock,1973-09-02,,2,1356645
Graeme Kingston,1957-06-28,,2,45926
Aljin Abella,1985-06-27,,2,1094511
Steven Skyler,1983-09-20,,2,1094543
John DeLuca,1986-04-25,,2,1094568
Edward Gelbinovich,1989-11-26,,2,1094569
Ryuhei Kitamura,1969-05-30,,2,45996
Nicole Tompkins,1998-02-02,,1,1618860
David Wexler,1983-01-10,,2,1094576
Takao Osawa,1968-03-11,,2,45999
Ben Wiggins,1989-03-23,,2,1356721
Jade Tailor,1985-08-12,,1,1356722
Yumiko Shaku,1978-06-12,,1,46004
Joe Dempsie,1987-06-22,,2,570296
Christian 'Trick Trick' Mathis,1973-06-28,,2,1094593
Gabriele Binder,1961-02-17,,1,46019
Roger Willemsen,1955-08-15,2016-02-07,2,46030
Devin Sidell,1980-01-30,,1,1356752
Thomasin McKenzie,2000-07-26,,1,1356758
Rachel DiPillo,1991-01-26,,1,1094635
Johanna McGinley,1988-02-22,,1,1618923
Whitney Rose Pynn,1989-07-02,,1,1356785
Yiğit Özşener,1972-04-06,,2,46066
Selma Ergeç,1978-11-01,,1,46067
Rachael Harris,1968-01-12,,1,46074
Tom Dey,1965-04-14,,2,46076
Luis Mandoki,1954-01-01,,2,46085
Jellybean Benítez,1957-11-07,,2,46087
Lily Newmark,1994-05-24,,1,1881105
Txunamy Ortiz,2009-03-23,,1,2405405
Robert Breer,1926-09-30,2011-08-11,2,1094686
Jameson Brooks,1985-11-25,,0,1618978
Brice Bexter,1990-07-25,,2,2143272
Mykal-Michelle Harris,2012-03-06,,1,1881140
Linn Stokke,1961-09-18,,1,46134
Syllas Tzoumerkas,1978-01-01,,2,1094739
Isabelle Nélisse,2003-12-03,,1,1094759
Barbara Muschietti,1971-12-22,,1,1094761
Alex Ozerov-Meyer,1992-08-03,,2,1094772
Niels-Bruno Schmidt,1975-01-01,,2,46216
Mary Travers,1936-11-09,2009-09-16,1,570544
Lee Sang-woo,1971-02-24,,2,570549
Max Richter,1966-03-22,,2,46266
Raymond Bouchard,1945-03-07,,2,46275
Julie du Page,1973-10-06,,1,46277
Boy George,1961-06-14,,2,46279
Rory Kramer,1984-06-01,,2,1881289
Natasha Khan,1979-10-25,,1,1357011
Jay Russell,1960-01-10,,2,46297
Cosme Castro,1986-03-03,,0,1357018
Alex Etel,1994-09-19,,2,46300
Bryan 'Birdman' Williams,1969-02-15,,2,1619167
Amila Terzimehić,1988-04-18,,1,1357023
Andrea Collins,1977-03-22,,1,1357027
Sean Meldrum,1992-12-06,,2,2667749
Denisea Wilson,1997-06-05,,1,1357034
Betzaida Landín,1987-08-12,,1,1357035
Alice Kremelberg,1990-02-28,,1,1357037
Bill Buckner,1949-12-14,2019-05-27,2,570605
Raymond Chow,1927-10-08,2018-11-02,2,46323
Sam Witwer,1977-10-20,,2,46362
A.J. Castro,1983-09-10,,2,1094940
Shun Oguri,1982-12-26,,2,46364
Shusuke Kaneko,1955-06-08,,2,46366
Paul Auster,1947-02-03,2024-04-30,2,46391
Lou Reed,1942-03-02,2013-10-27,2,46392
Roseanne Barr,1952-11-03,,1,46393
Stephen Gevedon,1966-03-30,,2,46395
Greg Johnson,1959-05-30,,2,46398
Carrie MacLemore,1987-03-19,,1,1094969
