birthday,deathday,gender,person_id,known_for_department,age,movie_count
1971-03-22,,2,298410,Acting,52,25
1994-01-28,,2,2362790,Acting,29,2
1979-03-20,,2,1019303,Directing,44,1
1976-03-23,,2,1346997,Acting,47,4
1949-10-03,,1,69055,Acting,74,3
1994-09-05,,1,1478081,Acting,29,1
1991-12-24,,2,1052106,Acting,32,1
1993-09-13,,2,1052107,Acting,30,1
1993-08-29,2024-10-16,2,1052108,Acting,31,1
1994-02-01,,2,1052109,Acting,29,4
1955-07-13,,2,101847,Acting,68,13
1950-10-02,,2,3547,Acting,73,6
1933-08-18,,2,3556,Directing,90,3
1975-05-17,,2,429541,Acting,48,2
1974-05-14,,1,1215979,Acting,49,6
1994-11-09,,2,1674734,Acting,29,2
1978-06-21,,2,69119,Acting,45,1
1978-11-19,,2,69120,Acting,45,1
1978-04-18,,2,232959,Directing,45,1
1970-01-29,,1,69122,Acting,53,4
1990-10-18,,2,1216004,Acting,33,1
1971-07-01,,2,69125,Writing,52,2
1974-11-02,,2,69128,Acting,49,1
1975-10-12,,2,1216011,Acting,48,2
1983-03-18,,2,167450,Acting,40,2
1975-07-17,,1,3623,Acting,48,3
1993-05-28,,1,2035239,Acting,30,1
1957-03-21,2023-10-20,1,134698,Acting,66,1
1976-01-02,,1,3627,Acting,47,4
1963-05-08,,1,134699,Acting,60,1
1977-09-21,,1,200237,Acting,46,6
1925-01-26,2008-09-26,2,3636,Acting,83,3
1999-10-06,,2,1281596,Acting,24,2
1997-09-09,,1,1510974,Acting,26,1
1971-09-21,,2,36422,Acting,52,16
1971-07-30,,2,36423,Acting,52,2
1968-01-14,,2,36424,Acting,55,4
1968-08-09,,2,36425,Directing,55,5
1982-04-10,,1,69210,Acting,41,1
1984-01-01,,2,1576541,Acting,39,2
1991-10-15,,1,1052255,Acting,32,3
1990-02-11,,1,69225,Acting,33,6
1963-12-26,,2,69230,Acting,60,1
1948-07-02,,2,3712,Acting,75,3
1952-05-11,,1,3713,Acting,71,5
1996-10-19,2024-03-29,2,2035329,Acting,27,2
1970-06-12,,2,1216133,Acting,53,6
1992-06-09,,2,233096,Acting,31,1
1971-10-16,,2,167564,Acting,52,6
1940-09-13,,2,3730,Acting,83,1
1941-07-20,2009-02-13,1,3731,Acting,67,1
1943-12-25,,1,3734,Acting,80,1
1964-12-14,,2,52845,Writing,59,2
1946-05-24,2024-02-23,1,167582,Acting,77,3
1995-02-28,,1,429728,Acting,28,1
1987-01-31,,2,1347239,Acting,36,2
1942-08-01,,2,3753,Acting,81,2
1969-03-01,,2,69302,Acting,54,1
1986-07-10,,2,986808,Acting,37,5
1997-12-26,,2,134841,Acting,26,1
1968-08-04,,1,36549,Acting,55,2
1940-06-25,,1,36554,Acting,83,4
1916-11-23,2011-03-17,2,3796,Acting,94,2
1937-04-06,,2,3799,Acting,86,3
1947-11-25,,2,3801,Acting,76,4
1981-08-27,,1,1281758,Acting,42,6
1964-01-14,,2,1216224,Acting,59,1
1964-02-10,,1,3809,Acting,59,2
1969-03-01,,2,3810,Acting,54,9
2011-02-10,,2,1969888,Acting,12,1
1958-11-19,,2,233191,Acting,65,3
1972-08-25,,2,36588,Directing,51,2
1982-01-10,2002-08-05,2,167661,Acting,20,1
1994-04-12,,1,36592,Acting,29,10
1989-07-21,,1,36594,Acting,34,13
1964-03-11,,2,36602,Directing,59,17
1963-03-09,2021-12-25,2,69371,Directing,58,4
1970-09-17,2015-12-05,1,200465,Crew,45,1
1993-08-12,,1,1609490,Acting,30,1
1985-02-04,,2,69395,Acting,38,1
1972-10-23,,1,36628,Acting,51,2
1977-04-30,,1,69399,Acting,46,1
1975-02-01,,2,134937,Crew,48,1
1970-01-01,,2,36634,Acting,53,4
1952-08-13,,2,36637,Acting,71,2
1978-06-16,,2,3872,Acting,45,10
1973-07-24,,2,69416,Directing,50,1
1936-09-12,,1,1117999,Acting,87,1
1966-12-14,,2,36659,Acting,57,1
1965-12-22,,2,3893,Writing,58,2
1974-01-30,,2,3894,Acting,49,24
1933-03-14,,2,3895,Acting,90,20
1952-06-07,,2,3896,Acting,71,41
1978-12-18,,1,3897,Acting,45,10
1980-01-01,,2,36665,Acting,43,1
1959-10-21,,2,3899,Acting,64,13
1964-02-01,,2,3900,Acting,59,5
1964-11-30,,2,3901,Acting,59,14
1985-05-28,,1,36662,Acting,38,10
1981-10-09,,2,36669,Acting,42,6
1969-11-18,,2,1183546,Acting,54,5
1950-03-13,,2,3905,Acting,73,9
2012-01-01,,2,1412927,Acting,11,1
1960-06-02,,2,36666,Acting,63,4
1966-06-28,,1,3902,Acting,57,3
1957-06-23,,1,3910,Acting,66,14
1963-08-01,,2,3911,Acting,60,15
1999-11-26,,1,1969994,Acting,24,1
1990-02-27,,1,1412941,Acting,33,1
1992-09-17,,2,1773397,Acting,31,1
1936-05-09,2019-02-07,2,3926,Acting,82,10
1952-09-29,,2,36697,Production,71,1
1974-10-30,,2,3933,Acting,49,1
1972-05-15,,1,69476,Acting,51,2
1973-03-04,,2,3950,Writing,50,4
1973-10-09,,2,3952,Acting,50,6
1957-09-25,,2,3964,Art,66,2
1973-07-26,,1,3967,Acting,50,14
1969-02-05,,2,3968,Acting,54,19
1970-03-06,,2,3969,Acting,53,3
1951-07-30,,2,3970,Acting,72,1
1980-03-18,,1,3971,Acting,43,5
1972-06-02,,2,3972,Acting,51,4
1988-10-17,,2,69507,Acting,35,1
1988-06-10,,1,69508,Acting,35,1
1994-11-09,,1,1970052,Acting,29,1
1947-10-18,,2,3977,Acting,76,8
1945-08-24,,2,3979,Acting,78,2
1955-12-16,,2,3982,Acting,68,8
1976-11-29,,2,167831,Acting,47,1
1989-09-21,,2,2133918,Acting,34,4
1953-12-06,,2,3999,Acting,70,2
1953-02-21,,1,4003,Acting,70,4
1987-09-24,,2,4012,Acting,36,5
1965-03-04,,2,4014,Directing,58,7
1990-11-25,,2,102320,Acting,33,1
1980-07-01,,1,1183672,Acting,43,3
1962-05-04,,2,4025,Acting,61,6
1959-01-28,,2,4027,Directing,64,2
1945-11-15,,2,4029,Acting,78,9
1969-06-23,,2,4030,Acting,54,16
1968-03-21,,2,4031,Acting,55,8
1973-11-01,,2,36797,Directing,50,5
1973-04-03,,2,36801,Acting,50,11
1925-02-02,2014-07-17,1,36802,Acting,89,2
1964-09-14,2012-09-14,2,36803,Acting,48,6
1956-04-20,,2,36804,Directing,67,5
1988-12-16,,2,1347525,Acting,35,1
1946-10-04,,1,4038,Acting,77,17
1973-06-08,,1,69574,Acting,50,1
1970-10-26,,1,69576,Acting,53,1
1969-08-05,,2,69575,Acting,54,1
1984-11-02,,1,36810,Acting,39,2
1980-10-08,,2,36811,Acting,43,4
1973-05-06,,2,135113,Directing,50,2
1960-06-05,2012-05-06,2,69579,Directing,51,2
1975-12-26,,2,102355,Directing,48,1
1975-02-22,,1,69597,Acting,48,15
1982-07-11,,2,1216485,Acting,41,2
1997-11-05,,1,2133996,Acting,26,3
1960-07-05,,2,69614,Acting,63,3
1977-03-26,,1,69616,Acting,46,3
1992-12-04,,2,1216502,Acting,31,2
1934-04-24,,1,4090,Acting,89,4
1987-05-21,,1,1216508,Acting,36,1
1976-08-04,,2,4095,Acting,47,6
1990-05-15,,1,1282054,Acting,33,2
1979-04-25,,2,4133,Directing,44,1
1974-05-14,,2,4134,Acting,49,3
1936-08-18,2025-09-16,2,4135,Acting,89,8
1933-08-25,,2,4139,Acting,90,3
1966-03-28,,2,1216570,Acting,57,3
1930-01-13,2023-11-27,1,36926,Acting,93,2
1974-05-19,,2,1183808,Acting,49,1
1991-10-19,,1,1216579,Acting,32,1
1973-08-24,,2,4169,Acting,50,1
1937-12-31,,2,4173,Acting,86,16
1975-01-16,,1,168014,Acting,48,2
1944-07-08,,2,4175,Acting,79,17
1971-12-17,,1,4174,Acting,52,1
1963-03-12,,2,4177,Acting,60,6
1983-04-21,,1,1216606,Acting,40,9
1926-12-18,2017-10-23,2,36967,Camera,90,1
1955-08-07,,2,4201,Acting,68,6
1989-02-03,,2,200823,Acting,34,2
1985-02-03,,2,1577093,Acting,38,4
1981-12-02,,2,37005,Acting,42,1
1972-03-13,,2,4238,Acting,51,20
1973-12-11,,2,4239,Acting,50,8
1971-02-26,,1,4237,Acting,52,1
1978-11-29,,1,37014,Acting,45,3
1975-08-28,,1,37015,Acting,48,1
1984-09-08,,2,37018,Acting,39,1
1940-06-20,2018-02-04,2,4251,Acting,77,3
1953-10-09,,2,4252,Acting,70,15
1950-12-29,2016-09-01,2,4253,Acting,65,5
1947-01-26,,2,4255,Acting,76,7
1967-10-02,,2,37027,Acting,56,13
1970-06-07,,2,69797,Directing,53,4
1986-08-02,,3,1183917,Acting,37,1
1979-12-11,,2,69807,Acting,44,1
1971-07-21,,1,4273,Acting,52,2
1956-01-04,,1,37042,Acting,67,1
1962-11-29,,2,37041,Acting,61,1
1958-11-24,,2,4275,Acting,65,4
1979-11-08,,1,37046,Acting,44,6
1959-07-09,,2,135352,Acting,64,7
1980-04-17,,2,37059,Acting,43,1
1931-09-30,,1,4301,Acting,92,2
1992-04-10,,1,1315036,Acting,31,6
1993-08-16,,2,37089,Acting,30,4
1973-04-14,,2,37093,Acting,50,2
1959-12-24,,2,69865,Acting,64,4
1972-02-11,,2,4334,Acting,51,1
1998-10-19,,1,1183993,Acting,25,1
1953-04-02,,2,1184006,Acting,70,1
1980-09-29,,2,69899,Acting,43,7
1964-07-04,,1,4364,Acting,59,1
1982-09-04,,2,3313934,Acting,41,1
1992-03-16,,2,1413390,Acting,31,1
1982-08-03,,2,37149,Acting,41,9
1988-12-01,,1,37153,Acting,35,16
1983-02-16,,2,37154,Acting,40,8
1965-06-28,,2,37156,Acting,58,5
1969-05-10,,2,37157,Acting,54,9
1979-07-03,,1,4390,Acting,44,2
1946-10-10,,2,4391,Acting,77,15
1973-10-22,,1,37158,Acting,50,8
1997-12-21,,1,1642789,Acting,26,2
1975-08-07,,2,37168,Acting,48,3
1957-08-26,2024-11-15,2,37169,Acting,67,2
1967-04-12,,2,102710,Acting,56,2
1953-01-22,,2,4429,Directing,70,3
1958-03-10,,1,4430,Acting,65,4
1949-04-20,,1,4431,Acting,74,4
1953-03-15,,1,4432,Acting,70,6
1984-07-08,,1,4433,Acting,39,4
1960-03-12,,2,37203,Acting,63,2
1961-02-23,,2,37204,Acting,62,10
1964-11-23,,2,37206,Acting,59,3
1955-02-15,,2,4443,Acting,68,10
1966-10-28,,2,4445,Acting,57,8
1980-07-19,,2,4451,Acting,43,5
1955-03-05,,2,37221,Acting,68,1
1969-05-19,,2,4453,Directing,54,1
1963-12-06,,2,4455,Acting,60,6
1986-07-24,,2,1347947,Acting,37,2
1993-06-09,,1,135532,Acting,30,1
1988-04-15,,2,1347948,Acting,35,1
1961-08-04,,2,102786,Acting,62,7
1937-08-08,,2,4483,Acting,86,12
1949-01-01,,2,37255,Acting,74,2
1961-11-27,,2,4489,Writing,62,2
1969-02-11,,1,4491,Acting,54,17
1982-08-07,,1,37260,Acting,41,8
1931-09-10,2022-06-12,2,4492,Acting,90,8
1968-08-14,,1,4493,Acting,55,2
1963-08-03,,1,4494,Acting,60,5
1962-08-16,,2,4495,Acting,61,32
1952-04-29,,1,4496,Acting,71,9
1960-08-19,,2,4498,Acting,63,1
1958-12-11,,2,4499,Directing,65,2
1978-06-06,,2,3150235,Acting,45,1
1947-04-18,,2,4512,Acting,76,8
1961-07-18,,1,4513,Acting,62,3
1951-12-01,2023-06-12,2,4515,Acting,71,3
1943-02-09,,2,4517,Acting,80,2
1955-06-07,,2,4520,Acting,68,4
1940-04-30,2023-10-08,2,4521,Acting,83,1
1981-02-22,,1,37292,Acting,42,1
1986-09-05,,1,1708461,Acting,37,1
1969-01-21,,1,37296,Acting,54,3
1971-01-17,,1,4529,Acting,52,1
1987-01-18,,2,987572,Acting,36,6
1940-01-12,,2,4534,Acting,83,2
1965-07-07,,1,168380,Acting,58,3
1946-02-21,2016-01-14,2,4566,Acting,69,5
1946-12-17,,1,4568,Acting,77,5
1981-08-29,,1,4570,Acting,42,2
1987-02-09,,2,135651,Acting,36,12
1965-10-14,,2,4581,Acting,58,16
1957-07-04,,2,4586,Directing,66,1
1966-08-14,,1,4587,Acting,57,17
1963-12-16,,2,4589,Acting,60,12
1995-05-03,,1,1053170,Acting,28,1
1946-11-28,,2,4600,Directing,77,1
1961-12-16,,2,4602,Acting,62,3
1990-06-07,,1,1643002,Acting,33,1
1964-12-27,,1,4604,Acting,59,2
1986-02-08,,2,1708542,Acting,37,1
1957-11-18,,2,4606,Acting,66,7
1967-09-07,,1,168452,Acting,56,5
1980-08-09,,2,1184280,Acting,43,1
1970-04-24,,2,37403,Acting,53,2
1978-12-08,,1,37405,Acting,45,1
1967-09-21,,1,1577506,Acting,56,3
2001-07-03,,2,1643043,Acting,22,2
1969-10-08,,2,4654,Acting,54,5
1941-10-25,2011-07-05,2,37430,Acting,69,1
1991-12-15,,1,1741367,Acting,32,1
1975-04-14,,2,1610301,Acting,48,3
1994-05-03,,1,1511997,Acting,29,3
1968-04-20,,2,70212,Directing,55,1
1968-04-08,,1,4687,Acting,55,4
1970-03-20,,2,4688,Acting,53,6
1943-03-31,,2,4690,Acting,80,11
1961-09-18,2013-06-19,2,4691,Acting,51,9
1975-05-09,,2,102996,Acting,48,3
1985-08-14,,1,168529,Acting,38,1
2007-12-04,,1,1512021,Acting,16,4
1991-03-15,,2,234070,Acting,32,1
1967-11-02,,2,70238,Directing,56,4
1927-01-17,2008-12-25,1,70243,Acting,81,2
1985-04-10,,1,168554,Acting,38,4
1980-01-01,,2,1413740,Directing,43,1
1971-01-20,,2,4719,Acting,52,2
1961-01-17,,2,4723,Writing,62,2
1958-07-08,,2,4724,Acting,65,9
1959-08-14,,1,4726,Acting,64,10
1962-07-29,,2,4728,Acting,61,6
1981-10-12,,2,4729,Acting,42,6
1986-09-12,,1,4730,Acting,37,6
1942-02-23,,1,4734,Acting,81,3
1945-01-09,,2,4735,Acting,78,4
1990-07-11,,2,4738,Acting,33,3
1994-05-24,,2,4741,Acting,29,6
1965-04-01,,2,4746,Directing,58,2
1958-11-01,,2,70287,Visual Effects,65,2
1970-06-30,,2,4753,Acting,53,2
1977-10-17,,2,66074,Directing,46,1
1962-03-21,,2,4756,Acting,61,7
1959-05-29,,2,4757,Acting,64,6
1965-07-11,,1,1151637,Acting,58,9
1954-03-20,,2,1315479,Acting,69,1
1952-09-08,2013-01-07,2,4755,Directing,60,4
1970-06-26,,2,4762,Directing,53,7
1965-05-24,,2,4764,Acting,58,23
1959-10-21,,1,4766,Acting,64,6
1977-04-12,,1,70304,Acting,46,2
1982-01-14,,2,70303,Acting,41,2
1990-12-29,,2,1446565,Acting,33,2
1929-05-25,,1,103079,Acting,94,1
1966-03-07,,1,168615,Acting,57,1
1938-05-05,,2,4776,Acting,85,2
1939-10-13,2023-01-09,1,4778,Acting,83,1
1988-07-21,,1,1151657,Acting,35,3
1947-09-14,,2,4783,Acting,76,11
1967-02-10,,1,4784,Acting,56,13
1952-10-22,,2,4785,Acting,71,15
1983-09-21,,2,4787,Acting,40,3
1997-02-17,,1,2101949,Acting,26,2
1930-06-19,2024-08-14,1,4800,Acting,94,3
1958-04-26,,2,4808,Acting,65,7
1964-09-06,,1,4810,Acting,59,8
1957-08-12,,2,4812,Acting,66,7
1998-10-23,,3,561869,Acting,25,8
1952-10-27,,2,4818,Acting,71,1
1939-02-28,,2,4819,Acting,84,2
1972-08-03,,1,168658,Acting,51,1
1970-10-22,,2,168667,Directing,53,2
1973-07-08,,2,299743,Acting,50,4
1979-04-05,,2,1053420,Directing,44,2
1993-09-18,,2,1053422,Acting,30,3
1967-10-07,,2,37618,Directing,56,2
1963-04-25,,1,1217270,Acting,60,2
2001-04-06,,2,3740408,Acting,22,1
1983-08-20,,2,37625,Acting,40,8
1966-06-26,,2,37627,Acting,57,1
1945-12-06,,2,37630,Directing,78,1
1982-01-06,,2,37632,Acting,41,12
1985-08-28,,2,1118978,Acting,38,1
1972-12-20,,2,135944,Acting,51,2
1982-12-21,,1,37645,Acting,41,1
1968-11-08,,2,1086222,Acting,55,6
1988-02-19,,2,1020687,Acting,35,1
1969-01-06,,2,4886,Acting,54,5
1982-06-29,,1,4888,Acting,41,4
1974-11-13,,1,4889,Acting,49,2
1986-01-18,,1,496410,Acting,37,1
1987-02-05,,2,1807132,Acting,36,4
1967-06-03,,2,1217309,Acting,56,3
1980-03-04,,2,529184,Directing,43,1
1999-04-12,,1,2102052,Acting,24,1
2014-09-03,,1,4068148,Acting,9,1
1982-12-30,,1,1381175,Acting,41,1
1988-12-07,,1,70456,Acting,35,4
1990-11-25,,1,1381186,Acting,33,2
1979-10-04,,2,37700,Acting,44,3
1970-01-01,,2,1375201,Directing,53,1
1946-02-07,2011-01-02,2,4935,Acting,64,7
1994-07-22,,2,2003784,Acting,29,1
1970-03-28,,2,4937,Acting,53,21
1966-02-25,,1,4939,Acting,57,6
1986-11-26,,2,4940,Acting,37,3
1972-06-28,,2,4941,Acting,51,8
1950-05-01,,2,4942,Acting,73,2
1956-04-22,,2,4943,Acting,67,3
1959-03-03,,2,4944,Acting,64,3
2009-02-10,,1,3609422,Acting,14,1
1950-05-13,,2,4945,Directing,73,5
1985-02-14,,2,496470,Acting,38,4
1984-01-15,,1,1971031,Acting,39,1
1997-10-08,,2,2200413,Acting,26,1
1972-10-05,,2,70500,Directing,51,3
1959-02-10,,2,136040,Acting,64,1
1948-03-29,,2,4971,Acting,75,3
1990-07-02,,1,234352,Acting,33,17
1972-03-12,,1,70518,Acting,51,2
1978-12-01,,1,1348474,Acting,45,4
1964-06-13,,1,37759,Acting,59,2
1973-12-01,,2,4992,Acting,50,3
1956-07-20,,2,4994,Acting,67,3
1994-11-01,,2,1315717,Acting,29,1
1980-09-24,,1,37769,Acting,43,2
1932-04-10,2015-07-10,2,5004,Acting,83,2
1964-02-24,,2,5010,Acting,59,2
1976-07-19,,1,5025,Acting,47,4
1968-06-02,,2,103330,Acting,55,7
1972-06-04,,2,168875,Acting,51,21
1984-10-28,,2,168877,Acting,39,6
1958-09-20,,2,70577,Acting,65,4
1949-04-20,,1,5047,Acting,74,3
1926-07-14,2017-09-15,2,5048,Acting,91,8
1940-01-22,2017-01-25,2,5049,Acting,77,9
1984-09-10,,2,103351,Acting,39,3
1989-02-02,,2,136127,Acting,34,2
1949-06-22,,1,5064,Acting,74,20
1959-04-02,,2,5065,Directing,64,3
1990-01-01,,1,1151957,Acting,33,2
1951-11-20,,2,70615,Acting,72,12
1969-02-13,,2,136152,Acting,54,8
1983-02-23,,1,5081,Acting,40,21
1983-03-15,,2,136153,Directing,40,1
1987-04-17,,1,103389,Acting,36,1
1976-07-10,,2,5090,Acting,47,3
1999-08-22,,2,234479,Acting,24,5
2000-01-07,,2,1348591,Acting,23,1
1986-10-03,,2,1709041,Acting,37,4
2007-03-25,,1,1709047,Acting,16,3
1961-08-21,2018-11-26,2,70651,Writing,57,3
1968-11-19,,2,70652,Directing,55,4
1945-03-10,,2,136191,Acting,78,1
1952-08-27,2023-07-30,2,5129,Acting,70,3
1951-11-30,,2,5133,Art,72,2
1977-10-05,,2,1381393,Acting,46,9
1947-06-06,,2,5139,Acting,76,1
1995-10-24,,2,1152019,Acting,28,5
1939-08-02,2015-08-30,2,5140,Directing,76,7
1954-04-23,,1,5148,Acting,69,3
1990-04-09,,1,37917,Acting,33,20
1961-09-22,,1,5149,Acting,62,10
1949-09-18,,1,5151,Acting,74,12
1964-11-07,,1,1184801,Acting,59,1
1984-08-30,,1,168993,Acting,39,2
1989-04-15,,1,2135069,Acting,34,1
1985-08-29,,2,169000,Acting,38,1
1971-09-14,,1,70696,Acting,52,1
1969-07-17,,2,37932,Directing,54,6
1975-05-27,,2,37934,Acting,48,2
1948-03-26,,2,37935,Acting,75,2
1950-05-12,,2,5168,Acting,73,4
1956-06-12,,2,37937,Acting,67,8
1950-07-29,,2,5170,Acting,73,2
1981-09-26,,1,37936,Acting,42,1
1953-04-01,,2,5174,Directing,70,6
1968-11-05,,1,37946,Acting,55,1
1971-09-22,,2,37947,Acting,52,3
1964-04-05,,2,37948,Directing,59,2
1999-05-11,,1,1152083,Acting,24,1
2003-09-03,,2,1774679,Acting,20,6
1961-09-28,,2,37981,Acting,62,3
1976-09-20,,1,37982,Acting,47,1
1952-07-24,,2,5216,Directing,71,5
1984-12-28,,1,1381473,Acting,39,2
1956-04-12,,2,5228,Acting,67,1
1972-01-19,,1,70767,Acting,51,3
1975-05-09,,2,1217648,Acting,48,1
1941-03-14,2022-08-12,2,5231,Directing,81,3
1971-05-12,,1,1217650,Acting,52,2
1976-11-05,,2,103545,Acting,47,3
1925-02-03,2005-06-25,2,5247,Acting,80,1
1982-05-29,,1,70785,Acting,41,1
1985-01-29,,1,103554,Acting,38,6
1985-11-08,,1,70787,Acting,38,3
1954-09-14,,2,38023,Writing,69,2
1966-04-09,,1,38024,Acting,57,2
1965-02-23,,1,38025,Acting,58,5
1954-11-13,,2,38026,Acting,69,4
2006-07-06,,2,2004111,Acting,17,3
2000-06-22,,1,2331794,Acting,23,1
1938-12-06,,2,5274,Acting,85,6
1986-02-21,,1,136347,Acting,37,5
1957-03-20,,2,5281,Directing,66,4
1954-12-28,,2,5292,Acting,69,23
1955-07-22,,2,5293,Acting,68,34
1977-07-10,,2,5294,Acting,46,15
1981-12-23,,2,5295,Acting,42,1
1979-06-02,,2,5296,Acting,44,10
1939-10-07,,2,5297,Acting,84,1
1974-01-01,,2,5301,Acting,49,5
1985-05-19,,2,1316023,Acting,38,1
1987-06-30,,2,2495673,Acting,36,1
1946-06-02,,2,5306,Directing,77,7
1987-02-04,,2,1610940,Acting,36,6
1934-12-09,,1,5309,Acting,89,12
1991-01-09,,2,1479869,Acting,32,2
1955-03-22,,1,5313,Acting,68,5
1969-08-28,,2,70851,Acting,54,25
1955-04-24,,2,38085,Acting,68,5
1931-07-01,,1,5320,Acting,92,1
1952-10-26,,2,70874,Acting,71,1
1931-11-06,2014-11-19,2,5342,Directing,83,2
1961-11-19,,1,5344,Acting,62,1
1966-12-30,,2,5345,Directing,57,3
1967-06-08,,2,5346,Acting,56,1
1972-10-30,,2,5352,Acting,51,4
1991-03-22,,1,1676520,Acting,32,3
1949-08-15,,1,169200,Acting,74,3
1989-05-01,,2,2430192,Acting,34,1
1970-06-16,,2,5365,Acting,53,16
1975-04-06,,2,5367,Acting,48,6
1967-03-20,,2,70903,Acting,56,1
1981-12-15,,1,70904,Acting,42,3
1954-09-23,,2,5369,Directing,69,2
1937-10-11,2019-12-06,2,5372,Acting,82,1
1973-03-24,,2,5374,Acting,50,4
1978-02-28,,2,5375,Acting,45,5
1951-09-13,,1,5376,Acting,72,7
1972-07-29,,2,5377,Acting,51,7
1971-03-02,,2,5384,Acting,52,8
1960-11-29,,1,5385,Acting,63,5
1978-11-03,,2,234776,Acting,45,1
1986-09-19,,2,169244,Acting,37,1
1976-03-03,,2,1217825,Acting,47,1
1971-09-19,,1,5411,Acting,52,5
1971-08-14,,2,5412,Acting,52,2
1961-12-06,,2,5414,Acting,62,9
1972-01-21,,1,5416,Acting,51,1
1963-03-03,,2,5417,Acting,60,3
1973-07-19,,2,5419,Acting,50,9
1977-03-21,,2,5421,Acting,46,3
1985-01-19,,2,136495,Directing,38,4
1998-06-15,,1,38192,Acting,25,1
1969-12-15,,2,202032,Acting,54,15
2005-04-01,,1,1447238,Acting,18,1
1997-08-19,,2,202062,Acting,26,1
1946-05-20,,1,38225,Acting,77,3
1964-12-24,,2,136530,Acting,59,2
1987-09-04,,1,1381716,Acting,36,1
1982-10-28,,2,136532,Acting,41,3
1990-05-18,,2,1480027,Acting,33,2
1962-12-22,,2,5469,Acting,61,16
1960-05-24,,1,5470,Acting,63,6
1969-01-17,,2,5471,Acting,54,2
1960-09-10,,2,5472,Acting,63,10
1995-04-10,,2,1348957,Acting,28,4
1958-08-07,,2,5473,Acting,65,3
1985-10-05,,1,1447280,Acting,38,3
1958-01-04,,2,5494,Acting,65,1
1972-04-27,,2,5496,Acting,51,1
1966-12-01,,1,169337,Acting,57,3
1971-05-04,,2,5497,Acting,52,2
1965-12-19,,2,5501,Directing,58,2
1953-10-20,2016-09-24,2,5502,Acting,62,4
1979-10-07,,1,38280,Acting,44,1
1974-10-18,,1,71057,Acting,49,1
1966-12-01,,2,5524,Production,57,5
1995-07-09,,1,5526,Acting,28,3
1991-09-05,,2,5527,Acting,32,3
1987-04-27,,2,5528,Acting,36,3
1988-12-16,,1,5529,Acting,35,4
1979-04-21,,2,5530,Acting,44,17
1984-10-08,,2,103834,Acting,39,2
1969-01-01,,1,103832,Acting,54,1
1947-04-30,,1,5533,Acting,76,5
1985-12-03,,1,71070,Acting,38,22
1972-03-20,,1,955807,Acting,51,1
1977-08-18,,2,234907,Acting,46,2
1957-02-19,,2,5538,Acting,66,17
1957-10-11,,1,5539,Acting,66,3
1957-06-17,,1,71068,Directing,66,1
1970-11-30,,2,71078,Acting,53,4
1971-03-23,,1,71083,Acting,52,6
1987-01-08,,2,234934,Acting,36,3
1928-08-31,2002-11-18,2,5563,Acting,74,1
1971-01-25,,1,38333,Acting,52,2
1961-08-28,,1,38334,Acting,62,17
1939-08-29,2020-06-22,2,5572,Directing,80,3
1962-07-07,,2,5575,Writing,61,4
1959-12-31,2025-04-01,2,5576,Acting,65,8
1970-06-26,,2,5577,Acting,53,2
1964-08-13,,1,5578,Acting,59,4
1993-05-24,,2,1938897,Acting,30,1
1987-10-18,,2,1381843,Acting,36,1
1964-04-25,,2,5587,Acting,59,9
1976-10-04,,1,5588,Acting,47,3
1964-07-03,,1,5586,Acting,59,2
1977-07-13,,1,71128,Acting,46,6
1991-06-01,,1,1545693,Acting,32,5
1946-01-20,2025-01-16,2,5602,Directing,78,4
1989-03-03,,1,1676771,Acting,34,2
1949-12-25,,1,5606,Acting,74,5
1987-05-27,,1,234982,Acting,36,5
1986-05-02,,2,234984,Acting,37,2
1998-08-15,,2,234983,Acting,25,3
1984-05-17,,2,234990,Acting,39,1
1993-01-22,,1,1906162,Acting,30,1
1968-10-29,,2,5621,Acting,55,6
1937-03-23,2022-12-11,2,5628,Sound,85,1
1990-01-21,,2,1021441,Acting,33,1
1979-03-24,,1,169476,Acting,44,2
1961-05-09,,2,38405,Acting,62,7
1981-02-17,,1,38406,Acting,42,4
1978-11-12,,1,5644,Acting,45,4
1982-04-03,,1,71189,Acting,41,12
1969-05-01,,2,5655,Directing,54,13
1969-09-03,,2,5656,Directing,54,3
1974-02-09,,1,38425,Acting,49,8
1951-07-08,,1,5657,Acting,72,10
1940-10-19,2023-09-27,2,5658,Acting,82,11
1970-06-08,,2,5659,Acting,53,2
1980-03-09,,2,5661,Acting,43,7
1972-06-27,,2,71198,Acting,51,2
1985-05-03,,2,562730,Acting,38,1
1981-09-24,,1,955954,Acting,42,1
1948-07-06,,1,136761,Acting,75,1
1912-06-11,1998-02-26,2,5690,Directing,85,1
1941-07-13,2019-10-11,2,5694,Acting,78,8
1939-07-14,2019-09-21,2,5695,Acting,80,5
1949-04-21,,1,5699,Acting,74,3
2003-12-22,,2,1414734,Acting,20,1
1957-03-20,,2,5713,Acting,66,9
1965-01-24,,2,5714,Directing,58,10
1986-11-29,,2,2889306,Acting,37,1
1960-07-22,,2,5723,Acting,63,28
1957-08-18,,2,5724,Acting,66,7
1972-09-09,,2,5725,Acting,51,5
1964-04-24,,2,5726,Acting,59,16
1966-12-24,,2,5727,Acting,57,9
1990-08-01,,2,1381981,Acting,33,2
1948-12-22,2003-03-12,1,71266,Acting,54,2
2002-01-01,,1,1381987,Acting,21,1
1968-11-23,,2,1218149,Acting,55,4
1969-05-15,,2,71267,Writing,54,2
